episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio,avg_r_info,avg_r_uncertainty,avg_r_track,avg_r_action,avg_r_collision,avg_r_out,avg_total_raw
50,0.270000,2.060000,5,0.094000,0.155000,-0.000000,0.000653,-0.044672,-0.021653,0.000000,-1.266289,-1.331961
51,0.176000,1.590000,3,0.066000,0.105000,0.000000,0.000108,-0.046369,-0.018699,0.000000,-1.579423,-1.644383
52,0.780000,1.918000,5,0.150000,0.270000,0.000000,0.000552,-0.156946,-0.019460,0.000000,-1.297242,-1.473096
53,0.242000,2.090000,3,0.072000,0.120000,0.000000,0.000831,-0.097899,-0.022087,0.000000,-0.642804,-0.761958
54,0.504000,2.002000,4,0.116000,0.235000,0.000000,0.000651,-0.120114,-0.024329,0.000000,-0.407957,-0.551749
55,0.532000,1.968000,3,0.114000,0.210000,0.000000,0.000333,-0.130493,-0.021392,0.000000,-0.353519,-0.505071
56,0.264000,2.132000,4,0.092000,0.145000,-0.000000,0.000630,-0.042623,-0.024345,0.000000,-0.486706,-0.553044
57,0.702000,1.900000,4,0.128000,0.240000,0.000000,0.000930,-0.119191,-0.024146,0.000000,-0.289557,-0.431964
58,0.180000,1.600000,2,0.052000,0.090000,-0.000000,0.000855,-0.032066,-0.023744,0.000000,-0.372438,-0.427394
59,0.238000,2.186000,4,0.090000,0.135000,-0.000000,0.000985,-0.105469,-0.023135,0.000000,-0.367654,-0.495273
60,0.328000,1.972000,5,0.114000,0.160000,-0.000000,0.000536,-0.101224,-0.019593,0.000000,-0.389048,-0.509328
61,0.344000,2.060000,3,0.084000,0.150000,0.000000,0.000908,-0.154981,-0.025091,0.000000,-0.407735,-0.586899
62,0.090000,1.400000,2,0.052000,0.070000,-0.000000,0.000735,-0.074184,-0.023065,0.000000,-0.451987,-0.548501
63,0.090000,0.860000,1,0.026000,0.045000,0.000000,0.002085,-0.011571,-0.016908,0.000000,-0.555021,-0.581416
64,0.090000,0.850000,1,0.026000,0.045000,-0.000000,0.002569,-0.014105,-0.017229,0.000000,-1.265340,-1.294104
65,0.156000,0.830000,1,0.032000,0.060000,-0.000000,0.001525,-0.011765,-0.018425,0.000000,-0.907416,-0.936082
66,0.144000,0.840000,2,0.036000,0.070000,-0.000000,0.002579,-0.012516,-0.018148,0.000000,-0.773039,-0.801125
67,0.182000,1.360000,2,0.052000,0.090000,-0.000000,0.001603,-0.017983,-0.016257,0.000000,-0.941579,-0.974216
68,0.132000,0.830000,1,0.030000,0.055000,-0.000000,0.002018,-0.020780,-0.012672,0.000000,-0.798366,-0.829801
69,0.326000,2.040000,3,0.076000,0.120000,0.000000,0.003097,-0.055169,-0.017119,0.000000,-1.184175,-1.253367
70,0.358000,1.510000,4,0.100000,0.170000,0.000000,0.001359,-0.132733,-0.019508,0.000000,-0.681871,-0.832753
71,0.164000,1.420000,3,0.064000,0.100000,-0.000000,0.001280,-0.069018,-0.020083,0.000000,-0.668416,-0.756237
72,0.378000,1.420000,3,0.080000,0.140000,0.000000,0.001703,-0.102678,-0.015376,0.000000,-0.781295,-0.897646
73,0.132000,0.840000,1,0.030000,0.055000,-0.052602,0.002820,-0.025330,-0.016223,0.000000,-0.914253,-1.005589
74,0.242000,1.420000,5,0.090000,0.145000,-0.000000,0.002634,-0.078061,-0.016263,0.000000,-0.774361,-0.866050
75,0.256000,1.252000,3,0.078000,0.130000,0.000000,0.002424,-0.108900,-0.013924,0.000000,-0.915927,-1.036326
76,0.086000,1.016000,3,0.046000,0.065000,-0.000000,0.002165,-0.059269,-0.015092,0.000000,-0.868908,-0.941103
77,0.438000,1.550000,4,0.110000,0.195000,0.000000,0.001911,-0.119778,-0.016216,0.000000,-0.528018,-0.662101
78,0.404000,1.670000,3,0.090000,0.165000,0.000000,0.002009,-0.071208,-0.016943,0.000000,-0.917704,-1.003846
79,0.246000,0.870000,2,0.058000,0.105000,-0.000000,0.003200,-0.054545,-0.016022,0.000000,-0.659727,-0.727093
80,0.080000,1.032000,2,0.040000,0.055000,0.000000,0.002330,-0.048931,-0.017041,0.000000,-0.548402,-0.612044
81,0.372000,1.520000,4,0.096000,0.180000,-0.000000,0.003095,-0.167445,-0.018139,0.000000,-0.475228,-0.657718
82,0.242000,1.428000,3,0.090000,0.140000,0.000000,0.001188,-0.045530,-0.023902,0.000000,-0.342427,-0.410671
83,1.234000,1.400000,3,0.152000,0.295000,0.000000,0.001100,-0.241150,-0.023964,0.000000,-0.394428,-0.658442
84,0.344000,1.390000,4,0.094000,0.155000,0.000000,0.002090,-0.117636,-0.021150,0.000000,-0.349479,-0.486176
85,0.356000,1.310000,3,0.070000,0.135000,-0.000000,0.001640,-0.073525,-0.020769,0.000000,-0.601818,-0.694472
86,0.364000,1.660000,4,0.100000,0.170000,0.000000,0.000171,-0.102605,-0.021335,0.000000,-0.527164,-0.650933
87,0.220000,1.782000,3,0.062000,0.090000,0.000000,0.003276,-0.014162,-0.020787,0.000000,-0.554179,-0.585852
88,0.602000,1.490000,3,0.102000,0.195000,0.000000,0.000477,-0.165359,-0.023269,0.000000,-0.375491,-0.563643
89,0.168000,1.200000,4,0.062000,0.095000,-0.000000,0.002355,0.006340,-0.024110,0.000000,-0.504228,-0.519644
90,0.598000,1.942000,5,0.134000,0.250000,0.000000,0.000726,-0.058408,-0.026223,0.000000,-0.600110,-0.684016
91,0.242000,1.240000,3,0.072000,0.105000,-0.000000,0.001272,-0.049950,-0.023186,0.000000,-0.493161,-0.565025
92,0.628000,1.594000,5,0.138000,0.235000,-0.000000,0.002028,-0.041951,-0.021333,0.000000,-0.563461,-0.624716
93,0.446000,1.620000,3,0.090000,0.165000,-0.000000,0.001904,-0.032240,-0.027065,0.000000,-0.310249,-0.367650
94,0.520000,1.880000,5,0.132000,0.230000,0.000000,0.000655,-0.126698,-0.028487,0.000000,-0.419125,-0.573655
95,0.292000,1.466000,2,0.072000,0.130000,0.000000,0.000429,-0.015309,-0.032420,0.000000,-0.176465,-0.223765
96,0.818000,1.100000,4,0.138000,0.265000,0.000000,0.002450,-0.086057,-0.034404,0.000000,-0.111544,-0.229556
97,0.354000,1.980000,4,0.090000,0.165000,-0.000000,0.001092,-0.050369,-0.033546,0.000000,-0.137978,-0.220801
98,0.190000,2.144000,4,0.076000,0.120000,0.000000,0.000217,-0.030800,-0.033116,0.000000,-0.148885,-0.212583
99,1.050000,1.790000,3,0.112000,0.220000,0.000000,0.000393,-0.046067,-0.034236,0.000000,-0.146886,-0.226795
100,0.656000,1.790000,6,0.152000,0.275000,0.000000,0.000935,-0.089596,-0.028345,0.000000,-0.204796,-0.321802
101,0.488000,1.942000,4,0.118000,0.210000,0.000000,0.000240,-0.070264,-0.030440,-0.000312,-0.165412,-0.266189
102,0.608000,1.954000,3,0.118000,0.225000,0.000000,0.000088,-0.138140,-0.033927,0.000000,-0.140834,-0.312813
103,0.476000,1.834000,3,0.116000,0.205000,-0.000000,0.000418,-0.088267,-0.033366,0.000000,-0.126193,-0.247408
104,0.246000,1.966000,4,0.084000,0.140000,0.000000,0.000435,-0.050160,-0.032203,0.000000,-0.391802,-0.473729
105,0.242000,2.052000,5,0.100000,0.165000,0.000000,0.000138,-0.101088,-0.030330,0.000000,-0.415206,-0.546486
106,0.218000,2.016000,3,0.078000,0.125000,0.000000,0.000357,-0.069928,-0.032375,0.000000,-0.426808,-0.528755
107,0.998000,1.870000,3,0.112000,0.220000,-0.000000,0.000495,-0.031936,-0.033312,0.000000,-0.184770,-0.249523
108,1.412000,1.772000,4,0.158000,0.330000,-0.000000,0.001243,-0.167632,-0.032125,0.000000,-0.177081,-0.375595
109,0.330000,1.928000,5,0.120000,0.185000,0.000000,0.000441,-0.084895,-0.032854,0.000000,-0.179069,-0.296376
110,0.500000,1.840000,5,0.134000,0.235000,0.000000,0.000448,-0.001543,-0.031483,0.000000,-0.300391,-0.332968
111,0.446000,1.934000,4,0.126000,0.210000,-0.000000,0.000407,-0.080961,-0.032442,0.000000,-0.198910,-0.311905
112,0.238000,2.006000,4,0.086000,0.145000,0.000000,0.000516,-0.050580,-0.031756,0.000000,-0.477082,-0.558902
113,0.578000,1.932000,4,0.116000,0.235000,0.000000,0.000501,-0.043882,-0.033274,0.000000,-0.190266,-0.266921
114,0.494000,1.924000,3,0.118000,0.215000,-0.000000,0.000212,-0.076321,-0.033883,0.000000,-0.396205,-0.506198
115,0.274000,2.012000,4,0.088000,0.135000,-0.000000,0.000537,-0.033335,-0.031995,0.000000,-0.276940,-0.341733
116,0.516000,1.280000,5,0.126000,0.235000,-0.000000,0.002498,-0.044674,-0.032665,0.000000,-0.324722,-0.399562
117,0.354000,1.764000,5,0.120000,0.175000,-0.000000,0.000502,-0.083368,-0.030098,0.000000,-0.326568,-0.439532
118,0.436000,1.132000,2,0.090000,0.165000,0.000000,0.001143,-0.098438,-0.032011,0.000000,-0.320733,-0.450040
119,0.638000,1.672000,4,0.132000,0.245000,0.000000,0.000571,-0.052902,-0.028499,-0.012427,-0.459741,-0.552999
120,0.920000,1.562000,4,0.160000,0.370000,0.000000,0.000610,-0.121265,-0.029532,0.000000,-0.358507,-0.508694
121,0.532000,1.370000,6,0.128000,0.220000,0.000000,0.000550,-0.131031,-0.037515,0.000000,-0.091538,-0.259534
122,0.722000,1.112000,3,0.114000,0.220000,0.000000,0.003010,-0.114644,-0.031249,0.000000,-0.232701,-0.375584
123,0.306000,1.386000,4,0.096000,0.150000,0.000000,0.000445,-0.089045,-0.032227,0.000000,-0.253826,-0.374654
124,0.660000,1.606000,4,0.146000,0.265000,0.000000,0.000737,-0.114120,-0.031939,0.000000,-0.251330,-0.396652
125,0.332000,0.720000,4,0.084000,0.170000,0.000000,0.000962,-0.066563,-0.035209,-0.007132,-0.144999,-0.252942
126,0.134000,1.790000,3,0.058000,0.085000,-0.026043,0.001268,-0.047928,-0.030239,0.000000,-0.427745,-0.530686
127,0.412000,1.678000,5,0.110000,0.200000,0.000000,0.000617,-0.092437,-0.031281,0.000000,-0.171167,-0.294268
128,0.328000,1.860000,5,0.122000,0.185000,0.000000,0.000431,-0.089982,-0.029673,0.000000,-0.496775,-0.615999
129,0.522000,1.940000,3,0.098000,0.185000,0.000000,0.001038,-0.035215,-0.032261,0.000000,-0.172128,-0.238565
130,0.528000,1.332000,4,0.114000,0.220000,0.000000,0.000857,-0.187488,-0.032772,0.000000,-0.152118,-0.371521
131,0.482000,0.630000,2,0.076000,0.150000,-0.000000,0.004552,-0.077619,-0.030929,0.000000,-0.920745,-1.024742
132,0.394000,1.930000,4,0.096000,0.195000,0.000000,0.000981,-0.063070,-0.028878,0.000000,-0.284024,-0.374991
133,0.146000,1.746000,3,0.066000,0.095000,0.000000,0.001015,-0.043528,-0.032274,0.000000,-0.271051,-0.345838
134,0.498000,1.870000,5,0.112000,0.220000,-0.000000,0.001196,-0.044436,-0.027428,0.000000,-0.306545,-0.377213
135,0.542000,1.700000,5,0.132000,0.230000,0.000000,0.000745,-0.149252,-0.028150,0.000000,-0.264300,-0.440958
136,0.948000,1.910000,3,0.118000,0.235000,-0.013664,0.002972,-0.023566,-0.023433,0.000000,-0.855648,-0.913338
137,0.392000,1.340000,3,0.082000,0.145000,0.000000,0.000567,-0.063601,-0.031573,0.000000,-0.203376,-0.297984
138,0.562000,0.880000,2,0.080000,0.160000,-0.000000,0.003568,0.090507,-0.032133,0.000000,-0.261013,-0.199071
139,0.268000,1.380000,3,0.062000,0.115000,0.000000,0.001091,-0.081542,-0.034940,0.000000,-0.131412,-0.246802
140,0.458000,1.832000,5,0.118000,0.210000,0.000000,0.000958,-0.034069,-0.028767,0.000000,-0.307255,-0.369133
141,0.166000,1.260000,2,0.050000,0.085000,-0.046169,0.001648,-0.011654,-0.031452,0.000000,-0.433821,-0.521447
142,0.728000,1.750000,5,0.142000,0.270000,-0.000000,0.002976,-0.098491,-0.023868,0.000000,-0.703580,-0.822964
143,0.710000,1.160000,4,0.114000,0.225000,0.000000,0.002743,-0.100041,-0.025296,0.000000,-0.391707,-0.514301
144,0.710000,1.332000,3,0.122000,0.240000,0.000000,0.000514,-0.096178,-0.034541,0.000000,-0.128671,-0.258876
145,0.882000,1.370000,5,0.160000,0.285000,-0.000000,0.001959,-0.172944,-0.030129,0.000000,-0.204850,-0.405963
146,0.370000,1.766000,4,0.102000,0.185000,0.000000,0.000188,-0.047772,-0.028556,0.000000,-0.553466,-0.629605
147,0.776000,1.580000,4,0.134000,0.230000,0.000000,0.001115,-0.103780,-0.028761,0.000000,-0.430732,-0.562158
148,0.806000,2.042000,5,0.174000,0.310000,-0.000000,0.000418,-0.091840,-0.028378,0.000000,-0.401245,-0.521045
149,0.680000,2.036000,6,0.164000,0.275000,-0.000000,0.001273,-0.080590,-0.027593,0.000000,-0.371838,-0.478748
150,0.568000,1.922000,5,0.132000,0.245000,-0.000000,0.000612,-0.076341,-0.036976,0.000000,-0.347411,-0.460116
151,0.530000,1.962000,3,0.112000,0.215000,-0.000000,0.001135,-0.054152,-0.025468,0.000000,-0.448675,-0.527161
152,0.606000,1.826000,3,0.118000,0.225000,0.000000,0.001146,0.001941,-0.026767,0.000000,-0.475115,-0.498795
153,0.566000,1.862000,4,0.122000,0.240000,0.000000,0.001625,-0.007798,-0.026613,0.000000,-0.435996,-0.468782
154,0.558000,1.916000,4,0.114000,0.205000,0.000000,0.000491,-0.071913,-0.037067,0.000000,-0.177557,-0.286046
155,0.116000,0.812000,3,0.046000,0.090000,-0.000000,0.001176,-0.023584,-0.041069,0.000000,-0.099119,-0.162596
156,0.624000,1.936000,3,0.122000,0.230000,-0.000000,0.000404,-0.048629,-0.026953,0.000000,-0.458977,-0.534155
157,0.298000,2.050000,5,0.100000,0.150000,-0.000000,0.000623,-0.071136,-0.032797,0.000000,-0.158326,-0.261635
158,0.514000,1.252000,2,0.092000,0.180000,0.000000,0.002349,-0.007473,-0.031951,0.000000,-0.388423,-0.425497
159,1.572000,1.020000,4,0.178000,0.230000,-0.000000,0.001963,-0.043814,-0.035159,0.000000,-0.280034,-0.357045
160,0.112000,1.280000,2,0.044000,0.070000,0.000000,0.001117,-0.041370,-0.036645,0.000000,-0.322499,-0.399398
161,0.704000,1.876000,3,0.130000,0.255000,0.000000,0.000640,-0.038838,-0.029110,0.000000,-0.462645,-0.529953
162,0.326000,1.240000,3,0.078000,0.135000,0.000000,0.001664,-0.019833,-0.036369,0.000000,-0.340827,-0.395365
163,0.254000,1.620000,4,0.070000,0.115000,-0.000000,0.001859,-0.036976,-0.036304,0.000000,-0.192661,-0.264082
164,0.472000,0.732000,2,0.092000,0.170000,0.000000,0.001639,-0.124841,-0.034418,0.000000,-0.417555,-0.575175
165,0.270000,1.756000,3,0.082000,0.135000,-0.000000,0.001368,-0.051968,-0.031473,0.000000,-0.453562,-0.535634
166,0.516000,1.800000,4,0.116000,0.210000,-0.000000,0.000232,-0.060205,-0.035092,0.000000,-0.410245,-0.505310
167,0.768000,1.302000,4,0.138000,0.290000,-0.000000,0.000403,-0.091202,-0.034185,0.000000,-0.302275,-0.427260
168,0.512000,0.610000,2,0.078000,0.155000,-0.074755,0.003356,-0.076788,-0.033545,0.000000,-0.810886,-0.992617
169,0.448000,1.902000,5,0.118000,0.190000,-0.000000,0.000843,-0.017932,-0.033113,0.000000,-0.228259,-0.278461
170,0.480000,1.230000,4,0.106000,0.205000,-0.000000,0.000666,-0.030723,-0.028730,0.000000,-0.385232,-0.444020
171,0.452000,1.282000,5,0.124000,0.225000,0.000000,0.000613,-0.092711,-0.035844,0.000000,-0.194864,-0.322806
172,0.656000,1.320000,4,0.122000,0.225000,-0.000000,0.001681,-0.176949,-0.033677,0.000000,-0.216815,-0.425759
173,0.480000,1.320000,5,0.120000,0.220000,-0.000000,0.000789,-0.011707,-0.030287,0.000000,-0.256531,-0.297735
174,1.424000,1.190000,4,0.162000,0.325000,-0.000000,0.001251,-0.183035,-0.030541,0.000000,-0.434605,-0.646930
175,0.650000,1.536000,4,0.136000,0.225000,0.000000,0.000839,-0.142115,-0.034517,0.000000,-0.157696,-0.333489
176,0.722000,1.262000,5,0.144000,0.275000,-0.066808,0.001153,-0.089656,-0.036206,0.000000,-0.159388,-0.350905
177,0.702000,1.644000,5,0.146000,0.275000,-0.000000,0.000867,-0.110664,-0.033672,0.000000,-0.223634,-0.367103
178,0.106000,1.402000,3,0.050000,0.080000,-0.000000,0.000885,-0.019462,-0.033531,0.000000,-0.177141,-0.229249
179,0.788000,1.348000,3,0.130000,0.240000,0.000000,0.000404,-0.133204,-0.032114,0.000000,-0.347980,-0.512894
180,0.298000,1.876000,4,0.102000,0.165000,0.000000,0.000574,-0.090607,-0.034291,0.000000,-0.276274,-0.400597
181,0.448000,1.480000,3,0.094000,0.175000,0.000000,0.001209,-0.059035,-0.033901,0.000000,-0.211146,-0.302872
182,0.378000,0.778000,5,0.116000,0.220000,0.000000,0.001637,-0.134035,-0.036372,0.000000,-0.222113,-0.390883
183,0.182000,1.470000,2,0.052000,0.090000,0.000000,0.000441,-0.034092,-0.033862,0.000000,-0.260931,-0.328445
184,0.828000,1.926000,5,0.142000,0.245000,0.000000,0.000560,-0.110954,-0.033735,0.000000,-0.223174,-0.367302
185,0.950000,1.330000,4,0.150000,0.265000,-0.000000,0.001202,-0.123675,-0.033503,0.000000,-0.243714,-0.399690
186,0.450000,1.280000,5,0.112000,0.200000,0.000000,0.000921,-0.125163,-0.033307,0.000000,-0.303844,-0.461393
187,0.106000,1.660000,4,0.056000,0.080000,0.000000,0.001104,-0.025012,-0.032635,0.000000,-0.201031,-0.257574
188,0.168000,1.476000,2,0.056000,0.090000,0.000000,0.000541,-0.043789,-0.027678,0.000000,-0.277498,-0.348424
189,0.394000,1.254000,4,0.108000,0.185000,0.000000,0.000774,-0.063770,-0.033810,0.000000,-0.193559,-0.290364
190,0.854000,1.410000,4,0.142000,0.225000,-0.000000,0.001487,-0.078057,-0.031110,0.000000,-0.385167,-0.492847
191,2.480000,1.032000,3,0.184000,0.440000,0.000000,0.001210,-0.102647,-0.035023,0.000000,-0.444066,-0.580526
192,0.314000,1.420000,3,0.072000,0.120000,0.000000,0.000986,-0.060004,-0.030068,0.000000,-0.185296,-0.274382
193,0.204000,1.530000,2,0.054000,0.095000,0.000000,0.000289,-0.033502,-0.037026,0.000000,-0.168859,-0.239098
194,0.632000,1.740000,4,0.114000,0.205000,-0.000000,0.001584,-0.038089,-0.034845,0.000000,-0.097401,-0.168751
195,0.334000,1.480000,3,0.074000,0.125000,0.000000,0.001384,-0.044046,-0.030227,0.000000,-0.188872,-0.261761
196,0.562000,2.654000,4,0.120000,0.190000,0.000000,0.001598,0.012953,-0.024488,0.000000,-0.574201,-0.584138
197,0.140000,1.440000,3,0.052000,0.090000,0.000000,0.000763,-0.027150,-0.030009,0.000000,-0.264249,-0.320645
198,0.448000,1.302000,3,0.098000,0.180000,-0.000000,0.000437,-0.048972,-0.030572,0.000000,-0.228381,-0.307488
199,0.314000,0.678000,1,0.066000,0.120000,0.000000,0.001370,-0.049441,-0.028968,0.000000,-0.204231,-0.281269
200,0.420000,1.224000,3,0.100000,0.185000,0.000000,0.000677,-0.048223,-0.027650,0.000000,-0.325538,-0.400735
201,0.578000,0.590000,2,0.082000,0.165000,-0.000000,0.002708,-0.079691,-0.026735,0.000000,-0.328850,-0.432568
202,0.370000,1.300000,4,0.096000,0.180000,0.000000,0.000482,-0.114757,-0.025193,0.000000,-0.318987,-0.458455
203,0.600000,1.222000,3,0.102000,0.210000,0.000000,0.000615,-0.046615,-0.022163,0.000000,-0.600392,-0.668555
204,0.220000,0.730000,2,0.056000,0.100000,0.000000,0.001454,-0.010350,-0.025673,-0.002717,-0.491271,-0.528557
205,0.132000,0.830000,1,0.030000,0.055000,-0.000000,0.001571,-0.015085,-0.023121,0.000000,-0.500473,-0.537108
206,0.202000,0.716000,2,0.060000,0.100000,0.000000,0.001478,-0.023030,-0.021921,0.000000,-0.560318,-0.603791
207,0.354000,1.350000,3,0.086000,0.155000,-0.000000,0.000643,-0.032753,-0.019041,0.000000,-0.537182,-0.588334
208,0.272000,0.720000,3,0.068000,0.130000,-0.000000,0.001990,-0.083235,-0.025176,0.000000,-0.591197,-0.697619
209,0.068000,0.840000,2,0.028000,0.060000,-0.000000,0.001221,-0.016570,-0.023970,0.000000,-0.652017,-0.691337
210,0.200000,1.444000,4,0.078000,0.125000,0.000000,0.000387,-0.034219,-0.018481,-0.004538,-0.592989,-0.649839
211,0.564000,0.690000,3,0.102000,0.195000,-0.000000,0.002384,-0.105814,-0.025172,0.000000,-0.590671,-0.719272
212,0.596000,1.206000,4,0.118000,0.225000,0.000000,0.000509,-0.169384,-0.020453,0.000000,-0.557255,-0.746583
213,0.088000,1.460000,3,0.044000,0.075000,0.000000,0.000799,-0.021175,-0.025801,0.000000,-0.590269,-0.636446
214,0.224000,0.740000,2,0.054000,0.095000,0.000000,0.001290,-0.042999,-0.024751,0.000000,-0.472261,-0.538721
215,0.252000,1.342000,3,0.074000,0.110000,0.000000,0.001188,-0.040596,-0.024242,0.000000,-0.458358,-0.522008
216,0.276000,1.410000,3,0.078000,0.135000,0.000000,0.000421,-0.037246,-0.017946,0.000000,-0.694059,-0.748830
217,0.238000,0.730000,2,0.056000,0.100000,0.000000,0.001251,-0.009471,-0.027196,0.000000,-0.153070,-0.188486
