episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio,avg_r_info,avg_r_uncertainty,avg_r_track,avg_r_action,avg_r_collision,avg_r_out,avg_total_raw
26,0.168000,1.462000,3,0.060000,0.105000,0.000000,0.001542,-0.033377,-0.017659,0.000000,-0.875425,-0.924920
27,0.392000,1.066000,3,0.082000,0.155000,-0.000000,0.001141,-0.100125,-0.025949,0.000000,-0.426109,-0.551041
28,0.956000,1.380000,6,0.138000,0.280000,-0.000000,0.000863,-0.153654,-0.022634,0.000000,-0.331421,-0.506846
29,0.824000,0.920000,3,0.090000,0.250000,0.000000,0.001257,-0.077692,-0.024405,0.000000,-0.480038,-0.580879
30,0.240000,0.962000,3,0.064000,0.135000,0.000000,0.001254,-0.098600,-0.022514,0.000000,-0.330235,-0.450095
31,0.218000,1.122000,4,0.088000,0.190000,0.000000,0.001168,-0.030281,-0.025971,0.000000,-0.486497,-0.541581
32,0.466000,1.066000,3,0.084000,0.255000,0.000000,0.000975,-0.076143,-0.025333,0.000000,-0.512587,-0.613087
33,0.140000,1.100000,2,0.046000,0.075000,-0.000000,0.001196,-0.019917,-0.025958,0.000000,-0.493860,-0.538539
34,0.704000,1.080000,3,0.104000,0.170000,0.000000,0.001140,-0.071482,-0.025514,0.000000,-0.409360,-0.505216
35,0.672000,0.910000,3,0.068000,0.205000,-0.000000,0.001053,-0.064191,-0.027218,-0.007104,-0.333907,-0.431367
36,0.526000,1.520000,4,0.104000,0.200000,0.000000,0.001220,-0.099280,-0.022427,0.000000,-0.399341,-0.519828
37,0.308000,1.580000,3,0.080000,0.140000,-0.000000,0.001252,-0.077045,-0.021344,0.000000,-0.437304,-0.534440
38,0.886000,1.562000,5,0.146000,0.320000,0.000000,0.001153,-0.152030,-0.021942,0.000000,-0.385555,-0.558374
39,1.296000,1.460000,3,0.116000,0.300000,-0.000000,0.001307,-0.022395,-0.021506,0.000000,-0.404828,-0.447422
40,0.132000,1.694000,4,0.074000,0.095000,0.000000,0.001498,-0.004128,-0.021288,0.000000,-0.364313,-0.388231
41,0.326000,1.450000,4,0.088000,0.160000,0.000000,0.001252,-0.024657,-0.019335,0.000000,-0.897011,-0.939751
42,0.192000,1.496000,3,0.068000,0.100000,-0.034958,0.001886,-0.015937,-0.014037,0.000000,-1.664934,-1.727981
43,0.152000,1.570000,2,0.046000,0.075000,0.000000,0.000380,-0.032319,-0.021222,0.000000,-0.966853,-1.020014
44,0.674000,1.820000,4,0.104000,0.180000,-0.000000,0.001912,-0.044077,-0.019486,0.000000,-0.730176,-0.791827
45,1.000000,1.690000,4,0.148000,0.290000,0.000000,0.000790,-0.118999,-0.021066,0.000000,-0.398934,-0.538209
46,0.006000,0.920000,1,0.012000,0.010000,-0.000000,0.000970,-0.014115,-0.022575,0.000000,-0.530617,-0.566337
47,0.658000,1.722000,5,0.140000,0.220000,0.000000,0.000792,-0.125736,-0.017902,0.000000,-0.708606,-0.851453
48,1.312000,1.832000,5,0.190000,0.345000,0.000000,0.001184,-0.025207,-0.020656,0.000000,-0.494736,-0.539415
49,0.972000,1.830000,4,0.132000,0.305000,-0.000000,0.000298,-0.144285,-0.023734,0.000000,-0.349508,-0.517229
50,0.408000,1.430000,3,0.076000,0.150000,-0.000000,0.000806,-0.037347,-0.019904,0.000000,-0.481436,-0.537880
51,0.214000,1.432000,3,0.056000,0.095000,0.000000,0.000678,-0.032517,-0.017103,0.000000,-0.557585,-0.606526
52,2.178000,1.372000,3,0.146000,0.310000,0.000000,0.000725,-0.158391,-0.018458,0.000000,-0.556611,-0.732734
53,0.294000,1.802000,3,0.076000,0.125000,-0.000000,0.001033,-0.029088,-0.017209,-0.013481,-0.721240,-0.779985
54,0.440000,1.490000,4,0.104000,0.170000,0.000000,0.000574,-0.112292,-0.018930,0.000000,-0.463690,-0.594338
55,0.454000,2.020000,4,0.104000,0.180000,0.000000,0.000325,-0.121316,-0.019651,0.000000,-0.724271,-0.864913
56,0.296000,1.990000,4,0.088000,0.140000,0.000000,0.000580,-0.071902,-0.020508,0.000000,-0.572532,-0.664361
57,0.432000,2.790000,6,0.132000,0.185000,-0.000000,0.000516,-0.038998,-0.020014,0.000000,-0.714560,-0.773055
58,2.830000,2.102000,6,0.252000,0.460000,-0.129621,0.000936,-0.191175,-0.021000,0.000000,-0.519202,-0.860062
59,0.158000,1.500000,3,0.064000,0.100000,0.000000,0.000909,-0.077473,-0.020169,0.000000,-0.914969,-1.011703
60,1.724000,2.142000,5,0.194000,0.380000,-0.000000,0.000242,-0.286801,-0.020154,0.000000,-0.702779,-1.009492
61,0.102000,0.980000,2,0.042000,0.095000,-0.000000,0.000808,-0.130685,-0.012226,0.000000,-1.162332,-1.304434
62,0.508000,2.140000,4,0.106000,0.175000,-0.056316,0.001647,-0.031664,-0.014464,-0.008476,-1.288765,-1.398039
63,0.186000,1.610000,2,0.050000,0.085000,0.000000,0.000490,-0.054117,-0.017514,0.000000,-0.576379,-0.647520
64,0.056000,0.880000,1,0.022000,0.035000,-0.000000,0.001499,-0.024398,-0.017533,0.000000,-0.817458,-0.857890
65,0.150000,1.680000,3,0.062000,0.095000,0.000000,0.001221,-0.107781,-0.018378,0.000000,-0.644237,-0.769176
66,0.020000,0.720000,1,0.016000,0.020000,0.000000,0.001546,-0.016967,-0.016286,0.000000,-0.726683,-0.758390
67,0.042000,0.890000,1,0.020000,0.030000,0.000000,0.001194,-0.027496,-0.023760,0.000000,-0.252992,-0.303055
68,0.020000,0.890000,1,0.016000,0.020000,-0.037477,0.002169,-0.014507,-0.019594,0.000000,-0.917794,-0.987202
69,0.548000,0.660000,2,0.072000,0.195000,0.000000,0.001270,-0.020136,-0.025305,0.000000,-1.145660,-1.189831
70,0.140000,1.560000,2,0.046000,0.075000,0.000000,0.000419,-0.040750,-0.019723,0.000000,-1.178866,-1.238920
71,0.072000,1.470000,2,0.038000,0.055000,0.000000,0.000910,-0.041452,-0.017027,-0.006030,-1.068370,-1.131969
72,0.152000,1.510000,2,0.048000,0.080000,0.000000,0.000489,-0.049176,-0.016079,0.000000,-1.604968,-1.669736
73,0.042000,0.890000,1,0.020000,0.030000,0.000000,0.001118,-0.021903,-0.015188,0.000000,-1.174041,-1.210014
74,0.030000,0.900000,1,0.018000,0.025000,0.000000,0.000121,-0.030520,-0.013378,0.000000,-1.297345,-1.341122
75,0.868000,1.114000,3,0.126000,0.245000,-0.000000,0.000280,-0.102510,-0.016922,0.000000,-1.463669,-1.582822
76,0.216000,1.140000,3,0.070000,0.115000,0.000000,0.000540,-0.081214,-0.018653,0.000000,-1.446774,-1.546101
77,0.146000,1.350000,2,0.048000,0.080000,0.000000,0.001261,-0.047487,-0.018554,0.000000,-1.149020,-1.213799
78,0.152000,1.300000,2,0.048000,0.080000,0.000000,0.001022,-0.025606,-0.016962,0.000000,-1.451243,-1.492789
79,1.040000,1.112000,3,0.132000,0.265000,-0.000000,0.000203,-0.221145,-0.016689,0.000000,-1.332440,-1.570071
80,1.314000,1.200000,3,0.112000,0.275000,-0.000000,0.001011,-0.065563,-0.018973,0.000000,-1.256346,-1.339872
81,0.162000,0.780000,2,0.048000,0.080000,0.000000,0.000300,-0.035867,-0.015442,-0.004025,-1.572720,-1.627754
82,0.152000,1.180000,2,0.048000,0.080000,0.000000,0.001306,-0.059726,-0.018567,0.000000,-1.375591,-1.452578
83,1.508000,1.120000,3,0.124000,0.335000,0.000000,0.000682,-0.073240,-0.022317,0.000000,-1.017741,-1.112615
84,0.164000,2.170000,3,0.062000,0.095000,0.000000,0.000274,-0.050506,-0.024538,0.000000,-1.112146,-1.186917
85,0.144000,1.620000,3,0.062000,0.095000,-0.000000,0.000056,-0.088873,-0.015364,0.000000,-1.682957,-1.787138
86,0.062000,2.050000,3,0.048000,0.060000,0.000000,0.001028,-0.095929,-0.023435,0.000000,-1.214466,-1.332801
87,0.174000,2.120000,4,0.078000,0.115000,0.000000,0.000440,-0.053616,-0.020218,0.000000,-1.146929,-1.220323
88,1.034000,1.846000,4,0.162000,0.335000,0.000000,0.000924,-0.240646,-0.017499,-0.003629,-1.239096,-1.499946
89,0.178000,2.110000,3,0.064000,0.100000,0.000000,0.000196,-0.061751,-0.019322,0.000000,-1.048342,-1.129219
90,0.792000,2.000000,4,0.126000,0.260000,-0.000000,0.000669,-0.219968,-0.019979,0.000000,-1.270260,-1.509539
91,0.230000,1.640000,2,0.052000,0.090000,0.000000,0.000783,-0.055220,-0.017190,0.000000,-1.210813,-1.282440
92,0.588000,1.930000,3,0.094000,0.175000,-0.000000,0.001082,-0.093878,-0.020834,0.000000,-1.092053,-1.205682
93,0.174000,1.510000,3,0.064000,0.100000,0.000000,0.000799,-0.068210,-0.023134,0.000000,-0.951084,-1.041630
94,0.370000,1.970000,5,0.114000,0.185000,0.000000,0.000350,-0.084417,-0.026666,0.000000,-0.970775,-1.081508
95,0.186000,1.922000,4,0.080000,0.115000,-0.000000,0.000616,-0.047496,-0.021436,0.000000,-1.017166,-1.085482
96,2.164000,1.762000,4,0.166000,0.400000,0.000000,0.000388,-0.272630,-0.022185,0.000000,-0.922728,-1.217155
97,0.368000,1.372000,5,0.122000,0.210000,-0.000000,0.000668,-0.099794,-0.023728,0.000000,-0.778640,-0.901494
98,1.694000,1.840000,4,0.146000,0.345000,0.000000,0.000350,-0.229181,-0.021893,0.000000,-0.877226,-1.127949
99,0.054000,1.660000,2,0.034000,0.045000,0.000000,0.000310,-0.051040,-0.018755,0.000000,-1.451271,-1.520756
100,0.788000,1.580000,4,0.126000,0.235000,0.000000,0.000552,-0.130233,-0.021215,0.000000,-1.046274,-1.197169
101,0.206000,1.520000,3,0.066000,0.105000,-0.000000,0.000429,-0.054292,-0.021175,0.000000,-1.230201,-1.305239
102,0.122000,1.570000,3,0.058000,0.085000,0.000000,0.000328,-0.078977,-0.019419,0.000000,-1.279316,-1.377384
103,0.228000,1.500000,3,0.068000,0.110000,0.000000,0.000317,-0.033981,-0.019761,0.000000,-1.301521,-1.354946
104,0.158000,1.550000,3,0.062000,0.095000,0.000000,0.000213,-0.064371,-0.019171,0.000000,-1.171420,-1.254750
105,0.200000,1.690000,3,0.068000,0.110000,0.000000,0.000757,-0.055089,-0.019373,0.000000,-0.854030,-0.927734
106,0.148000,0.950000,3,0.058000,0.085000,0.000000,0.000891,-0.050508,-0.019454,0.000000,-1.097636,-1.166707
107,0.242000,0.710000,2,0.058000,0.105000,-0.000000,0.001430,-0.035358,-0.022653,0.000000,-0.789941,-0.846522
108,0.440000,1.660000,4,0.100000,0.170000,-0.000000,0.000624,-0.047747,-0.018899,0.000000,-1.128261,-1.194284
109,0.334000,1.806000,4,0.098000,0.155000,0.000000,0.000815,-0.062692,-0.021630,0.000000,-1.092180,-1.175687
110,0.480000,1.650000,4,0.108000,0.215000,-0.000000,0.000607,-0.133554,-0.019339,0.000000,-1.081772,-1.234058
111,1.038000,1.570000,3,0.104000,0.285000,0.000000,0.000542,-0.114682,-0.019155,0.000000,-1.230819,-1.364114
112,0.278000,1.540000,2,0.052000,0.090000,-0.000000,0.001217,-0.038289,-0.016594,0.000000,-1.381056,-1.434721
113,0.374000,1.730000,3,0.080000,0.140000,-0.000000,0.002545,-0.049291,-0.018149,0.000000,-1.168486,-1.233381
114,0.326000,1.440000,3,0.078000,0.135000,0.000000,0.000290,-0.037420,-0.021399,0.000000,-0.951845,-1.010374
115,0.224000,1.510000,3,0.066000,0.105000,0.000000,0.000558,-0.075087,-0.020682,0.000000,-1.109344,-1.204555
116,0.220000,1.540000,4,0.076000,0.180000,0.000000,0.000356,-0.085738,-0.022223,0.000000,-0.869188,-0.976792
117,0.614000,1.590000,4,0.114000,0.265000,0.000000,0.000366,-0.091860,-0.023224,0.000000,-0.929343,-1.044061
118,0.162000,1.120000,2,0.050000,0.085000,-0.000000,0.001242,-0.028568,-0.024350,0.000000,-0.768987,-0.820664
119,0.350000,0.680000,2,0.066000,0.125000,0.000000,0.001488,-0.037812,-0.020628,0.000000,-0.484889,-0.541841
120,1.448000,1.362000,4,0.162000,0.320000,-0.000000,0.000405,-0.207808,-0.021305,0.000000,-0.538595,-0.767303
121,0.368000,2.140000,4,0.100000,0.155000,0.000000,0.000311,-0.035332,-0.028359,0.000000,-0.527136,-0.590516
122,0.166000,1.530000,3,0.064000,0.100000,0.000000,0.000212,-0.070235,-0.023718,-0.000135,-0.649303,-0.743179
123,0.240000,1.430000,3,0.072000,0.120000,-0.000000,0.000487,-0.033638,-0.030505,0.000000,-0.445615,-0.509271
124,0.440000,1.396000,2,0.082000,0.155000,0.000000,0.000827,-0.027544,-0.023862,0.000000,-0.776425,-0.827005
125,0.224000,2.150000,3,0.066000,0.105000,-0.000000,0.000494,-0.041141,-0.022723,0.000000,-0.822524,-0.885894
126,1.608000,1.160000,3,0.134000,0.275000,-0.066290,0.001704,-0.189362,-0.021488,0.000000,-0.953265,-1.228700
127,0.564000,1.910000,3,0.094000,0.175000,-0.000000,0.002997,-0.024743,-0.020382,0.000000,-0.985125,-1.027253
128,0.162000,1.490000,2,0.050000,0.085000,-0.054704,0.001288,-0.005970,-0.022160,0.000000,-1.249025,-1.330571
129,0.270000,2.400000,4,0.086000,0.135000,0.000000,0.000297,-0.022014,-0.020780,0.000000,-1.707090,-1.749587
130,0.434000,2.060000,3,0.084000,0.150000,-0.032189,0.000756,-0.049589,-0.025155,0.000000,-1.155412,-1.261589
131,0.258000,2.200000,3,0.068000,0.110000,0.000000,0.002176,-0.009744,-0.021383,0.000000,-1.079734,-1.108685
132,0.168000,2.370000,3,0.066000,0.105000,0.000000,0.000054,-0.051404,-0.027838,0.000000,-0.879229,-0.958417
133,0.072000,0.860000,1,0.024000,0.040000,0.000000,0.001225,-0.021482,-0.024525,0.000000,-1.028721,-1.073502
134,0.370000,1.380000,3,0.082000,0.145000,-0.000000,0.000732,-0.048105,-0.027766,0.000000,-0.587782,-0.662921
135,0.110000,0.850000,1,0.028000,0.050000,0.000000,0.001266,-0.018959,-0.024993,0.000000,-1.054060,-1.096746
136,0.576000,2.030000,4,0.104000,0.205000,0.000000,0.000686,-0.064647,-0.027619,0.000000,-1.061980,-1.153559
137,0.452000,0.970000,3,0.092000,0.170000,-0.000000,0.001221,-0.025737,-0.028895,0.000000,-0.519516,-0.572927
138,0.164000,1.752000,3,0.064000,0.095000,-0.000000,0.000543,-0.044765,-0.027581,0.000000,-0.733547,-0.805349
139,0.298000,2.090000,6,0.118000,0.175000,0.000000,0.000265,-0.025528,-0.025598,0.000000,-0.833278,-0.884140
140,0.254000,2.160000,5,0.096000,0.140000,0.000000,0.000577,-0.066983,-0.034969,0.000000,-0.357534,-0.458909
141,0.230000,1.470000,3,0.066000,0.105000,0.000000,0.000521,-0.047948,-0.031040,0.000000,-0.515964,-0.594430
142,0.352000,2.690000,7,0.140000,0.185000,-0.000000,0.000494,-0.033164,-0.030336,0.000000,-0.580267,-0.643273
143,0.218000,1.750000,3,0.066000,0.105000,0.000000,0.000383,-0.033070,-0.027430,-0.007382,-0.635745,-0.703243
144,0.118000,0.782000,2,0.044000,0.065000,0.000000,0.001009,-0.054838,-0.027331,0.000000,-0.732701,-0.813862
145,0.414000,1.980000,7,0.138000,0.275000,-0.000000,0.000473,-0.065675,-0.030522,0.000000,-0.441962,-0.537686
146,0.320000,0.690000,2,0.064000,0.120000,-0.038918,0.002037,-0.033260,-0.026268,0.000000,-0.482767,-0.579175
147,0.204000,0.730000,2,0.054000,0.095000,0.000000,0.001238,-0.061017,-0.026757,0.000000,-0.565952,-0.652488
148,0.056000,0.880000,1,0.022000,0.035000,0.000000,0.001241,-0.020240,-0.027483,0.000000,-0.584096,-0.630579
149,0.152000,1.600000,2,0.046000,0.075000,0.000000,0.000312,-0.039107,-0.028178,0.000000,-0.616635,-0.683609
150,0.610000,0.750000,4,0.118000,0.215000,0.000000,0.000902,-0.135909,-0.028090,0.000000,-0.344777,-0.507873
151,0.596000,1.170000,5,0.140000,0.285000,-0.000000,0.000425,-0.087216,-0.024662,0.000000,-0.445357,-0.556810
152,0.112000,1.540000,3,0.056000,0.080000,0.000000,0.000392,-0.048137,-0.030484,0.000000,-0.359905,-0.438134
153,0.346000,1.400000,4,0.088000,0.160000,-0.000000,0.000249,-0.084320,-0.032414,0.000000,-0.532500,-0.648985
154,1.490000,1.170000,3,0.130000,0.265000,0.000000,0.000661,-0.087928,-0.028074,0.000000,-0.562053,-0.677395
155,0.634000,1.410000,4,0.120000,0.220000,0.000000,0.000721,-0.055269,-0.025921,0.000000,-0.580832,-0.661301
156,0.994000,1.430000,2,0.080000,0.160000,0.000000,0.000570,0.002077,-0.026304,0.000000,-1.107418,-1.131075
157,0.730000,1.992000,4,0.130000,0.225000,-0.000000,0.001068,-0.086240,-0.027186,0.000000,-0.924800,-1.037157
158,1.054000,1.700000,5,0.162000,0.280000,0.000000,0.000106,-0.025151,-0.029515,0.000000,-0.484826,-0.539387
159,0.048000,1.660000,2,0.032000,0.040000,0.000000,0.000512,-0.036340,-0.025284,0.000000,-0.504885,-0.565997
160,0.130000,1.526000,3,0.066000,0.095000,0.000000,0.000281,-0.061087,-0.032159,0.000000,-0.248531,-0.341496
161,0.248000,2.056000,5,0.102000,0.165000,-0.000000,0.000221,-0.045922,-0.026656,0.000000,-0.715720,-0.788076
162,0.112000,1.010000,2,0.044000,0.085000,0.000000,0.000875,-0.122178,-0.024310,0.000000,-0.394117,-0.539730
163,0.266000,1.560000,4,0.086000,0.135000,0.000000,0.001705,-0.016348,-0.027292,0.000000,-0.154274,-0.196209
164,0.300000,0.970000,4,0.084000,0.145000,0.000000,0.000948,-0.061761,-0.024370,-0.002747,-0.489982,-0.577913
165,0.264000,0.866000,4,0.094000,0.145000,0.000000,0.000745,-0.152965,-0.026728,0.000000,-0.557550,-0.736499
166,0.082000,0.782000,3,0.050000,0.060000,0.000000,0.000710,-0.058755,-0.024307,0.000000,-0.307612,-0.389964
167,0.404000,1.640000,4,0.114000,0.210000,0.000000,0.000536,-0.111747,-0.022709,0.000000,-0.461077,-0.594997
168,0.612000,0.790000,3,0.106000,0.170000,0.000000,0.001595,0.002304,-0.022713,0.000000,-0.616688,-0.635501
169,0.158000,0.982000,3,0.058000,0.100000,0.000000,0.001237,-0.107212,-0.024261,0.000000,-0.124595,-0.254830
170,0.374000,1.184000,3,0.084000,0.160000,-0.000000,0.000734,-0.033374,-0.019593,0.000000,-0.732098,-0.784329
171,0.132000,1.400000,3,0.052000,0.125000,-0.000000,0.000618,-0.062254,-0.024415,0.000000,-0.185484,-0.271535
172,0.200000,0.930000,3,0.066000,0.135000,0.000000,0.000682,-0.119577,-0.025870,0.000000,-0.234100,-0.378866
173,0.166000,1.080000,2,0.050000,0.085000,0.000000,0.000792,-0.123418,-0.021858,0.000000,-0.251001,-0.395484
174,0.712000,1.852000,5,0.140000,0.330000,0.000000,0.002307,-0.086500,-0.022059,0.000000,-0.332963,-0.439216
175,0.074000,1.190000,2,0.034000,0.055000,0.000000,0.000830,-0.042662,-0.021125,0.000000,-0.252895,-0.315852
176,0.350000,1.370000,4,0.102000,0.175000,0.000000,0.000736,-0.121595,-0.023501,0.000000,-0.359239,-0.503599
177,2.590000,1.080000,6,0.240000,0.430000,-0.000000,0.000872,-0.123071,-0.023835,0.000000,-0.306928,-0.452961
178,0.072000,1.270000,2,0.038000,0.055000,0.000000,0.000644,-0.040647,-0.019164,0.000000,-0.347575,-0.406742
179,0.524000,1.850000,4,0.100000,0.190000,-0.000000,0.001351,-0.048438,-0.022404,0.000000,-0.373799,-0.443289
180,0.470000,1.690000,3,0.092000,0.170000,-0.000000,0.000798,-0.163742,-0.022308,0.000000,-0.229325,-0.414578
181,0.274000,0.982000,2,0.064000,0.115000,-0.000000,0.000765,-0.142092,-0.021134,0.000000,-0.260081,-0.422542
182,1.002000,1.390000,4,0.146000,0.285000,0.000000,0.000133,-0.030831,-0.033824,0.000000,-0.062226,-0.126748
183,0.362000,1.130000,3,0.082000,0.145000,-0.000000,0.000661,-0.038019,-0.022067,0.000000,-0.455256,-0.514680
184,0.384000,1.922000,5,0.122000,0.175000,0.000000,0.000250,-0.108812,-0.027509,0.000000,-0.268858,-0.404929
185,0.194000,1.340000,4,0.072000,0.120000,-0.000000,0.000591,-0.009558,-0.028038,0.000000,-0.233659,-0.270664
186,0.156000,1.420000,3,0.054000,0.095000,0.000000,0.000364,-0.045928,-0.026518,0.000000,-0.569209,-0.641291
187,0.198000,1.010000,2,0.052000,0.090000,0.000000,0.000948,-0.132356,-0.021248,0.000000,-0.629170,-0.781825
188,0.994000,0.690000,3,0.122000,0.245000,0.000000,0.000494,-0.222982,-0.024327,0.000000,-0.299190,-0.546004
189,0.922000,1.670000,4,0.136000,0.260000,0.000000,0.000145,-0.129182,-0.024325,0.000000,-0.845691,-0.999053
190,0.242000,1.270000,4,0.078000,0.135000,0.000000,0.000605,-0.045591,-0.026749,0.000000,-0.366313,-0.438048
191,0.162000,1.050000,2,0.048000,0.080000,-0.000000,0.001020,-0.119179,-0.023384,0.000000,-0.457568,-0.599111
192,0.042000,0.890000,1,0.020000,0.030000,0.000000,0.000611,-0.014623,-0.022193,0.000000,-0.570443,-0.606647
193,0.032000,1.540000,2,0.028000,0.030000,0.000000,0.000808,-0.017412,-0.021058,0.000000,-0.637160,-0.674822
194,0.152000,1.020000,2,0.046000,0.075000,0.000000,0.000536,-0.119187,-0.023455,0.000000,-0.502734,-0.644841
195,0.148000,1.430000,3,0.058000,0.120000,0.000000,0.000645,-0.104706,-0.026294,0.000000,-0.316402,-0.446756
196,0.224000,1.660000,3,0.072000,0.165000,0.000000,0.001185,-0.112175,-0.023671,0.000000,-0.342185,-0.476847
197,0.142000,1.416000,3,0.058000,0.125000,-0.000000,0.000530,-0.073358,-0.022961,0.000000,-0.634444,-0.730233
198,0.254000,1.926000,4,0.084000,0.140000,-0.000000,0.000294,-0.085025,-0.018438,0.000000,-0.489005,-0.592175
199,0.320000,2.086000,4,0.094000,0.165000,0.000000,0.000506,-0.116237,-0.022515,0.000000,-0.513373,-0.651619
200,1.258000,1.790000,3,0.130000,0.265000,0.000000,0.000346,-0.145872,-0.022298,0.000000,-0.428394,-0.596218
201,0.328000,2.072000,4,0.098000,0.170000,-0.000000,0.000340,-0.132635,-0.021862,0.000000,-0.383349,-0.537506
202,0.174000,1.390000,3,0.058000,0.130000,-0.000000,0.001018,-0.040639,-0.020200,0.000000,-0.663768,-0.723588
203,0.470000,1.976000,4,0.106000,0.240000,-0.000000,0.000723,-0.163076,-0.020254,0.000000,-0.580178,-0.762785
204,0.218000,2.222000,3,0.072000,0.115000,-0.000000,0.000346,-0.042699,-0.020273,0.000000,-0.631701,-0.694328
205,0.182000,1.390000,2,0.052000,0.090000,-0.000000,0.001204,-0.018841,-0.020305,0.000000,-0.739243,-0.777185
206,0.266000,2.162000,3,0.074000,0.120000,0.000000,0.000349,-0.039866,-0.018887,0.000000,-0.676874,-0.735278
207,0.486000,2.620000,5,0.124000,0.200000,0.000000,0.000736,-0.112513,-0.017001,-0.000711,-0.699785,-0.829275
208,0.332000,1.844000,6,0.126000,0.205000,0.000000,0.001860,-0.082917,-0.016221,0.000000,-1.008965,-1.106244
209,0.390000,1.726000,5,0.122000,0.195000,-0.000000,0.001627,-0.164812,-0.017708,0.000000,-0.895371,-1.076263
210,0.358000,2.406000,6,0.126000,0.185000,0.000000,0.000636,-0.160043,-0.020566,0.000000,-0.705506,-0.885479
211,0.858000,2.314000,7,0.176000,0.300000,-0.000000,0.001192,-0.159267,-0.016904,0.000000,-0.847809,-1.022788
212,0.344000,2.610000,4,0.102000,0.170000,0.000000,0.000815,-0.000086,-0.018389,0.000000,-0.844382,-0.862042
213,0.168000,1.870000,3,0.060000,0.090000,-0.000000,0.002051,-0.031237,-0.022632,0.000000,-0.601041,-0.652858
214,0.284000,2.862000,4,0.090000,0.140000,0.000000,0.000153,-0.072444,-0.025921,0.000000,-0.411129,-0.509341
215,0.328000,1.420000,2,0.062000,0.115000,-0.000000,0.000932,-0.038392,-0.026524,0.000000,-0.587769,-0.651753
216,0.156000,2.150000,3,0.064000,0.100000,0.000000,0.000291,-0.036414,-0.034859,0.000000,-0.317010,-0.387991
217,1.034000,1.980000,4,0.136000,0.295000,0.000000,0.000117,-0.173008,-0.027516,0.000000,-0.590066,-0.790473
