episode,avg_reward,avg_r_info,avg_r_track,avg_r_action,avg_r_boundary,avg_r_collision,avg_r_uncertainty,clip_ratio,acquire,keep,lost,unlock,reacquire
4761,-46.621762,-0.020114,-0.122589,-0.031816,-0.898130,0.000000,0.224402,0.328000,1,5,5,1,0
4762,-51.486038,-0.113882,0.018762,-0.027381,-1.197599,0.000000,0.251215,0.324000,1,10,4,1,0
4763,-101.561975,-0.040287,-0.199660,-0.031527,-1.183680,0.000000,0.148133,0.266000,3,16,12,3,0
4764,-101.207531,-0.013863,-0.250533,-0.026679,-1.448810,0.000000,0.220960,0.332000,4,24,16,3,0
4765,-61.317205,-0.081959,-0.081681,-0.029792,-0.909232,0.000000,0.170854,0.274000,3,14,13,3,0
4766,-59.879686,-0.065872,0.019792,-0.034953,-1.171571,0.000000,0.332876,0.406000,2,8,8,2,0
4767,-53.800163,-0.074489,-0.123948,-0.019568,-0.822116,0.000000,0.151476,0.222000,3,11,13,3,0
4768,-85.210986,-0.053069,-0.039766,-0.029055,-0.963816,0.000000,0.102436,0.162000,3,11,14,3,0
4769,-43.759177,-0.111745,-0.031781,-0.026763,-0.765389,0.000000,0.221909,0.290000,2,10,10,2,0
4770,-70.364533,-0.006530,-0.162339,-0.027629,-0.963690,0.000000,0.115776,0.242000,3,10,15,3,0
4771,-126.750874,-0.159578,-0.036367,-0.022045,-1.614802,0.000000,0.203935,0.346000,3,13,13,3,0
4772,-79.086231,-0.114893,0.000000,-0.023982,-1.588075,0.000000,0.236465,0.372000,0,0,0,0,0
4773,-27.488614,-0.131641,-0.041179,-0.031512,-0.597946,0.000000,0.200163,0.334000,2,50,12,0,0
4774,-63.909749,-0.171138,-0.053626,-0.028281,-0.906783,0.000000,0.166495,0.234000,3,9,11,2,0
4775,-79.258737,-0.049500,-0.046754,-0.027796,-1.475608,0.000000,0.231270,0.330000,1,4,5,1,0
4776,-60.816691,-0.055448,-0.109529,-0.025341,-0.959421,0.000000,0.145575,0.224000,3,20,14,3,0
4777,-96.166843,-0.081837,-0.076704,-0.023138,-0.986751,0.000000,0.059828,0.152000,4,28,18,4,0
4778,-79.555219,-0.068381,-0.082426,-0.023885,-0.996537,0.000000,0.150795,0.218000,2,9,9,2,0
4779,-89.638525,-0.076104,-0.051756,-0.028251,-1.328486,0.000000,0.135060,0.248000,3,8,13,3,0
4780,-109.208955,-0.030493,-0.082186,-0.023172,-1.359582,0.000000,0.097921,0.216000,3,13,14,3,0
4781,-57.475903,-0.013489,-0.109228,-0.026397,-0.894211,-0.003033,0.172527,0.242000,3,39,13,3,0
4782,-123.409699,-0.019581,-0.022860,-0.020946,-1.378333,0.000000,0.108596,0.214000,4,23,20,4,0
4783,-107.144459,-0.039315,-0.088457,-0.026285,-1.228729,0.000000,0.091836,0.172000,4,27,18,4,0
4784,-107.209585,-0.047857,-0.084387,-0.023432,-1.319978,0.000000,0.186907,0.222000,4,23,18,4,0
4785,-133.758766,-0.024419,-0.041099,-0.027114,-1.955912,0.000000,0.230946,0.438000,1,4,4,1,0
4786,-63.789172,-0.000000,-0.099134,-0.024493,-1.018453,0.000000,0.175892,0.274000,3,11,13,3,0
4787,-91.054431,-0.021972,-0.077601,-0.023572,-1.431681,0.000000,0.130479,0.266000,1,6,4,1,0
4788,-50.577909,-0.065601,-0.201111,-0.025699,-0.708576,0.000000,0.202454,0.280000,3,46,9,1,0
4789,-120.859304,0.000000,-0.244366,-0.025118,-1.276677,0.000000,0.167578,0.254000,3,29,14,3,0
4790,-73.140357,-0.013896,-0.128211,-0.031763,-1.486342,0.000000,0.228812,0.436000,3,13,13,2,0
4791,-29.171907,-0.042181,0.086987,-0.033034,-0.743140,0.000000,0.234416,0.318000,2,7,8,2,0
4792,-89.704953,-0.035835,-0.016587,-0.021081,-1.315977,0.000000,0.209989,0.316000,2,9,9,2,0
4793,-98.656521,-0.006319,-0.093456,-0.020679,-1.459040,0.000000,0.132169,0.264000,2,11,9,2,0
4794,-144.583668,-0.063901,-0.042080,-0.019662,-1.868907,0.000000,0.152297,0.302000,3,19,13,3,0
4795,-33.286856,-0.060487,0.000000,-0.025993,-0.882900,0.000000,0.242589,0.308000,0,0,0,0,0
4796,-110.494677,-0.000000,-0.226214,-0.026186,-1.649696,0.000000,0.148049,0.362000,3,13,15,3,0
4797,-96.604664,-0.058756,-0.036663,-0.023709,-1.359579,0.000000,0.143996,0.244000,2,12,8,2,0
4798,-32.009588,-0.200184,-0.026492,-0.038657,-0.530204,0.000000,0.147687,0.140000,4,46,19,4,0
4799,-131.333291,-0.034009,-0.002461,-0.023596,-1.764383,0.000000,0.077119,0.298000,3,15,15,3,0
4800,-78.966340,-0.004899,-0.061632,-0.022062,-1.187263,0.000000,0.137348,0.242000,1,8,11,1,0
4801,-109.170599,-0.038127,-0.260608,-0.023356,-1.399195,0.000000,0.152409,0.324000,5,17,21,5,0
4802,-66.203208,-0.054549,-0.035866,-0.023609,-1.299275,0.000000,0.216030,0.360000,1,5,4,1,0
4803,-92.210860,-0.036393,-0.051093,-0.025877,-1.432588,0.000000,0.197087,0.334000,1,2,5,1,0
4804,-103.937284,-0.000000,-0.101224,-0.026704,-1.380426,0.000000,0.191521,0.400000,4,27,24,4,0
4805,-68.239103,-0.008792,-0.089664,-0.028613,-1.167663,0.000000,0.144753,0.308000,3,14,15,3,0
4806,-90.653082,-0.062597,-0.093836,-0.026142,-1.505164,0.000000,0.255298,0.358000,2,7,9,2,0
4807,-44.985684,-0.011873,0.000000,-0.023477,-1.049994,0.000000,0.240358,0.338000,0,0,0,0,0
4808,-92.408306,-0.077377,-0.072806,-0.024111,-1.057318,0.000000,0.134259,0.206000,3,16,12,3,0
4809,-86.584021,-0.085960,-0.061916,-0.019069,-1.067652,0.000000,0.121395,0.180000,3,9,8,2,0
4810,-59.842970,-0.080135,-0.037172,-0.025642,-0.853833,0.000000,0.153544,0.184000,1,1,4,1,0
4811,-72.430162,-0.020038,-0.050944,-0.028814,-1.354641,0.000000,0.220928,0.362000,1,1,4,1,0
4812,-117.703526,-0.030610,-0.036167,-0.023650,-1.705056,-0.005825,0.147209,0.370000,2,4,9,2,0
4813,-79.368104,-0.040417,0.076339,-0.026002,-1.066980,0.000000,0.175157,0.290000,3,12,12,3,0
4814,-65.952410,-0.013852,-0.067867,-0.025846,-0.905846,0.000000,0.153676,0.292000,1,6,5,1,0
4815,-105.475654,0.000000,0.025341,-0.020337,-1.398750,0.000000,0.198918,0.182000,3,26,14,3,0
4816,-91.134648,-0.005237,-0.055171,-0.021833,-1.370217,0.000000,0.141100,0.254000,1,3,4,1,0
4817,-87.552996,-0.020156,-0.046628,-0.021574,-1.016748,0.000000,0.124343,0.198000,1,8,8,1,1
4818,-61.295297,-0.015545,-0.202080,-0.024046,-1.004983,0.000000,0.163407,0.276000,4,41,15,3,0
4819,-103.919974,-0.016067,0.000309,-0.024240,-1.331901,0.000000,0.152870,0.308000,2,9,8,2,0
4820,-165.329831,-0.000000,-0.107502,-0.020366,-1.990508,0.000000,0.086355,0.360000,2,16,8,2,0
4821,-49.954540,0.000000,-0.088787,-0.025503,-0.714133,0.000000,0.175691,0.256000,2,13,4,1,0
4822,-96.380494,-0.046058,-0.182371,-0.029946,-1.219806,-0.002002,0.143621,0.282000,7,31,29,7,0
4823,-130.260227,-0.056035,-0.122966,-0.019405,-1.531471,0.000000,0.122204,0.234000,3,14,14,3,0
4824,-135.977784,-0.002917,-0.252731,-0.022931,-1.540437,0.000000,0.095170,0.284000,3,25,15,3,0
4825,-144.130264,-0.108501,-0.088229,-0.017877,-1.584523,0.000000,0.134967,0.262000,3,12,12,3,0
4826,-84.348354,-0.048994,-0.161219,-0.032450,-1.040287,0.000000,0.144294,0.236000,4,20,18,4,0
4827,-71.196052,-0.134592,-0.019420,-0.021639,-1.142370,0.000000,0.214385,0.254000,2,8,9,2,0
4828,-121.569379,-0.049212,-0.224671,-0.022354,-1.405072,0.000000,0.115355,0.260000,5,43,19,3,0
4829,-94.547043,-0.028835,-0.048887,-0.031549,-1.243593,0.000000,0.126405,0.260000,3,10,13,3,0
4830,-97.646938,-0.011556,-0.030987,-0.025375,-1.290188,0.000000,0.128537,0.190000,2,6,8,2,0
4831,-65.737182,-0.071234,0.012284,-0.022553,-1.472897,0.000000,0.253347,0.350000,3,19,14,3,0
4832,-104.887448,-0.000000,-0.126958,-0.024698,-1.354625,0.000000,0.108337,0.278000,2,10,9,2,0
4833,-112.136314,-0.018163,-0.059840,-0.021231,-1.598687,0.000000,0.131329,0.256000,2,5,9,2,0
4834,-105.612776,-0.002289,-0.027206,-0.017542,-1.480343,0.000000,0.148513,0.212000,1,6,4,1,0
4835,-95.297803,-0.058705,-0.042109,-0.023697,-1.328883,0.000000,0.209839,0.308000,2,7,12,2,0
4836,-71.603445,-0.013806,-0.175391,-0.028855,-0.830372,0.000000,0.062252,0.208000,3,13,14,3,0
4837,-139.436039,0.000000,-0.207274,-0.024311,-1.779004,0.000000,0.176877,0.332000,3,26,14,3,0
4838,-49.264373,-0.041232,-0.011844,-0.019744,-1.080062,0.000000,0.229723,0.350000,1,7,4,1,0
4839,-63.370473,-0.170764,-0.275888,-0.029489,-0.654555,0.000000,0.169304,0.250000,4,19,12,3,0
4840,-33.488748,-0.103434,0.040407,-0.032868,-0.556343,0.000000,0.185685,0.238000,3,12,13,2,0
4841,-48.550455,-0.090876,-0.094399,-0.027486,-0.933313,0.000000,0.239653,0.380000,2,13,10,2,0
4842,-33.683640,-0.026917,-0.050627,-0.019825,-0.918444,0.000000,0.226791,0.324000,1,7,5,1,0
4843,-63.618345,-0.020503,-0.053044,-0.020120,-1.368760,0.000000,0.200688,0.338000,1,5,5,1,0
4844,-103.796994,-0.000000,-0.258401,-0.031850,-1.020354,0.000000,0.048121,0.196000,3,60,19,3,0
4845,-149.810220,-0.031779,-0.216195,-0.020497,-1.635684,0.000000,0.068475,0.256000,4,36,17,4,0
4846,-6.454254,-0.053824,0.025350,-0.033095,-0.610531,0.000000,0.262304,0.332000,2,15,9,2,0
4847,-88.989329,-0.015697,-0.191346,-0.024338,-1.337443,0.000000,0.164972,0.286000,3,15,13,3,0
4848,-38.869960,-0.058638,-0.086607,-0.031652,-0.698621,0.000000,0.164554,0.208000,3,19,18,3,0
4849,-102.625936,-0.098056,-0.120758,-0.026897,-1.209194,0.000000,0.123355,0.226000,1,11,9,1,1
4850,-116.236834,-0.180275,-0.078259,-0.025610,-1.283197,0.000000,0.153114,0.284000,2,5,8,2,0
4851,-29.330510,-0.138155,-0.046107,-0.032641,-0.558764,0.000000,0.236709,0.308000,3,44,10,1,0
4852,-109.516116,-0.037988,-0.033994,-0.019073,-1.140837,0.000000,0.044430,0.140000,3,5,12,3,0
4853,-71.316799,-0.049013,-0.263907,-0.026650,-0.919435,0.000000,0.223714,0.304000,2,28,12,2,0
4854,-98.391266,-0.116915,-0.193307,-0.026322,-1.078483,0.000000,0.164820,0.238000,4,38,21,4,0
4855,-87.000584,-0.071517,-0.177221,-0.029082,-0.835797,0.000000,0.123125,0.230000,4,46,19,4,0
4856,-63.693312,-0.146280,-0.143731,-0.028226,-0.664778,0.000000,0.127160,0.192000,6,32,25,6,0
4857,-91.487225,-0.107180,-0.033315,-0.020941,-1.361396,0.000000,0.198286,0.292000,1,0,4,1,0
4858,-62.118730,-0.038212,-0.120916,-0.019054,-1.067889,0.000000,0.180763,0.300000,3,16,9,2,0
4859,-99.972535,-0.036324,0.003156,-0.028133,-1.455448,0.000000,0.164886,0.322000,2,15,9,2,0
4860,-143.706744,-0.034598,-0.268910,-0.024357,-1.413742,0.000000,0.123732,0.258000,6,41,29,6,0
4861,-118.539786,-0.024479,-0.175679,-0.026553,-1.251552,0.000000,0.072985,0.222000,5,79,26,5,0
4862,-95.800468,-0.031259,-0.148832,-0.025299,-1.109161,0.000000,0.104063,0.210000,5,37,25,5,0
4863,-45.678248,-0.051180,-0.026547,-0.025526,-0.581290,0.000000,0.126185,0.186000,5,21,22,4,1
4864,-62.837954,-0.095418,-0.032387,-0.026070,-0.939941,0.000000,0.177526,0.322000,3,45,18,2,0
4865,-85.664237,-0.065487,-0.312589,-0.024419,-1.127803,0.000000,0.210986,0.316000,2,25,11,2,0
4866,-112.191214,-0.069903,-0.299444,-0.020127,-1.348259,0.000000,0.112748,0.264000,3,27,17,3,0
4867,-110.044607,-0.001492,-0.025961,-0.020962,-1.451115,0.000000,0.117576,0.232000,4,23,19,4,0
4868,-73.936137,-0.050258,-0.053852,-0.028286,-1.083366,0.000000,0.171748,0.230000,2,18,10,2,0
4869,-51.969098,-0.051275,0.000000,-0.020695,-1.527323,0.000000,0.263589,0.368000,0,0,0,0,0
4870,-118.597910,-0.066788,-0.164799,-0.023589,-1.512823,0.000000,0.159224,0.322000,4,31,18,4,0
4871,-99.763325,-0.044778,-0.207759,-0.026030,-1.128910,0.000000,0.150569,0.250000,3,19,15,3,0
4872,-113.466193,-0.012173,-0.099960,-0.022470,-1.272814,0.000000,0.080028,0.198000,2,5,10,2,0
4873,-119.156523,-0.000473,-0.296699,-0.025637,-1.210536,0.000000,0.115489,0.242000,4,43,23,4,0
4874,-122.055444,-0.000000,-0.124197,-0.023487,-1.396025,0.000000,0.127697,0.214000,3,14,16,3,0
4875,-51.784206,-0.000000,-0.062108,-0.025847,-1.148590,0.000000,0.200569,0.320000,1,6,5,1,0
4876,-83.760449,-0.018653,-0.016218,-0.025665,-1.030251,0.000000,0.120517,0.170000,5,25,23,5,0
4877,-102.121117,-0.040849,-0.140708,-0.021530,-1.544387,0.000000,0.167653,0.320000,2,6,10,2,0
4878,-61.490921,-0.091307,0.005668,-0.028880,-1.036403,0.000000,0.221980,0.222000,4,30,17,4,0
4879,-75.812169,-0.007703,-0.063513,-0.025762,-0.957878,0.000000,0.133305,0.196000,3,31,19,3,0
4880,-82.732309,-0.007320,-0.156430,-0.020845,-1.313662,0.000000,0.178478,0.266000,3,33,13,3,0
4881,-92.506689,-0.174166,-0.151363,-0.024030,-0.929657,0.000000,0.112595,0.182000,5,31,18,4,0
4882,-72.071446,-0.044986,-0.060756,-0.021422,-0.916151,0.000000,0.120310,0.142000,3,10,14,3,0
4883,-79.660935,-0.076304,-0.160968,-0.025079,-0.892083,0.000000,0.157964,0.248000,3,10,12,3,0
4884,-68.147565,-0.053807,-0.001803,-0.018546,-1.417049,0.000000,0.163353,0.284000,2,15,10,2,0
4885,-98.850916,-0.002226,-0.053826,-0.022395,-1.510973,0.000000,0.153379,0.312000,2,13,8,2,0
4886,-72.607631,-0.008023,-0.019386,-0.027878,-0.933846,0.000000,0.082798,0.138000,2,19,11,2,0
4887,-67.026462,-0.036555,0.072117,-0.024058,-1.081554,0.000000,0.159751,0.292000,2,36,13,2,0
4888,-59.196522,-0.007317,-0.008407,-0.024734,-1.116488,0.000000,0.212888,0.284000,2,13,8,2,0
4889,-42.269710,-0.147988,-0.005032,-0.024294,-0.938271,0.000000,0.292579,0.322000,3,10,13,3,0
4890,-100.907130,-0.041363,-0.056243,-0.021068,-1.296209,0.000000,0.154002,0.228000,3,13,20,3,1
4891,-87.474374,-0.032820,0.005996,-0.020532,-1.378497,0.000000,0.167011,0.294000,1,7,5,1,0
4892,-80.053263,-0.027537,-0.091160,-0.022761,-1.138090,0.000000,0.163457,0.226000,2,13,11,2,0
4893,-116.914153,0.000000,-0.065228,-0.026705,-1.242515,0.000000,0.091333,0.238000,5,41,32,5,2
4894,-101.533750,-0.029802,-0.110282,-0.022071,-1.336285,0.000000,0.140604,0.258000,2,9,8,2,0
4895,-119.538933,-0.000010,-0.051630,-0.023185,-1.569373,0.000000,0.140977,0.286000,1,2,4,1,0
4896,-87.766958,-0.103567,-0.251976,-0.020076,-1.038765,0.000000,0.166336,0.266000,3,28,10,2,0
4897,-112.006572,-0.030515,-0.025444,-0.021412,-1.423490,0.000000,0.092215,0.166000,2,13,8,2,0
4898,-81.765149,-0.007084,-0.120011,-0.037426,-0.930999,0.000000,0.080600,0.192000,4,24,20,4,0
4899,-42.128917,-0.000000,-0.032751,-0.031963,-0.661818,0.000000,0.213415,0.304000,4,18,17,4,0
4900,-83.380302,-0.000020,-0.023969,-0.020982,-1.046602,0.000000,0.121952,0.184000,2,0,8,2,0
4901,-136.283322,-0.013863,-0.104916,-0.024446,-1.686421,0.000000,0.143650,0.296000,4,24,17,4,0
4902,-92.893463,-0.020322,-0.058151,-0.027975,-1.351083,0.000000,0.202874,0.282000,2,26,10,2,0
4903,-59.846156,-0.122268,-0.158543,-0.030022,-0.779671,0.000000,0.236373,0.294000,3,34,14,2,0
4904,-93.087220,-0.000000,-0.075345,-0.022999,-1.030301,0.000000,0.110802,0.176000,2,11,8,2,0
4905,-68.872655,-0.127007,-0.029403,-0.018668,-1.081224,0.000000,0.161601,0.284000,1,17,6,1,0
4906,-76.519377,-0.016795,-0.172786,-0.024171,-1.131029,-0.001715,0.180918,0.258000,4,66,24,4,0
4907,-125.979041,-0.000158,-0.222611,-0.023600,-1.311287,0.000000,0.091974,0.284000,4,48,20,4,0
4908,-61.647287,-0.031537,-0.046714,-0.026921,-1.266392,-0.003948,0.204246,0.346000,1,4,5,1,0
4909,-95.860812,-0.013858,-0.076404,-0.026553,-1.278411,0.000000,0.163071,0.278000,2,12,11,2,0
4910,-82.403505,-0.032679,-0.178309,-0.025397,-1.132585,0.000000,0.185199,0.296000,2,10,8,2,0
4911,-48.862778,-0.140353,-0.183690,-0.035158,-0.497057,-0.010071,0.199846,0.212000,5,29,20,4,0
4912,-63.538128,-0.054922,-0.106677,-0.028779,-0.892048,0.000000,0.183604,0.236000,3,22,13,3,0
4913,-51.702303,-0.029536,-0.018593,-0.024029,-1.107302,0.000000,0.183517,0.328000,2,13,9,2,0
4914,-113.831076,-0.076812,-0.237341,-0.026074,-1.142302,0.000000,0.187733,0.220000,5,28,20,5,0
4915,-73.571361,-0.095604,-0.203250,-0.027435,-0.868302,0.000000,0.173737,0.194000,4,38,18,4,0
4916,-118.012450,-0.033916,-0.245473,-0.027224,-1.424057,0.000000,0.168735,0.286000,4,36,24,4,1
4917,-65.399827,-0.001111,-0.095404,-0.032860,-0.893602,0.000000,0.146806,0.222000,6,37,26,6,0
4918,-31.817221,-0.064771,0.004115,-0.032529,-0.629735,0.000000,0.220368,0.298000,2,13,8,2,0
4919,-17.673248,-0.031959,0.216877,-0.035212,-0.464412,0.000000,0.219277,0.272000,3,21,12,3,0
4920,-73.159523,-0.039298,-0.044387,-0.025025,-1.252854,0.000000,0.202084,0.356000,1,1,4,1,0
4921,-116.433133,-0.038418,-0.054155,-0.024877,-1.487340,0.000000,0.119672,0.232000,4,48,20,4,0
4922,-76.408145,-0.038043,-0.224482,-0.022118,-0.861195,0.000000,0.118466,0.130000,4,50,21,4,0
4923,-59.129015,-0.085539,-0.018692,-0.029666,-1.055358,0.000000,0.202387,0.310000,1,4,5,1,0
4924,-31.074873,-0.037762,-0.201388,-0.030050,-0.781370,0.000000,0.235082,0.284000,3,11,11,2,0
4925,-42.380566,-0.053966,-0.196170,-0.019986,-0.609813,0.000000,0.196292,0.244000,3,13,12,3,0
4926,-92.444335,-0.008063,-0.060390,-0.027169,-1.107575,0.000000,0.091332,0.158000,2,14,9,2,0
4927,-15.465377,-0.222270,-0.043004,-0.036485,-0.248679,0.000000,0.180650,0.178000,2,7,8,2,0
4928,-75.453839,-0.045223,-0.056927,-0.036369,-0.864033,0.000000,0.148554,0.260000,3,26,8,2,0
4929,-66.895648,-0.021972,-0.203652,-0.029324,-0.711650,0.000000,0.126768,0.198000,3,17,12,3,0
4930,-62.787896,-0.040074,-0.011044,-0.023530,-0.882841,0.000000,0.158698,0.206000,4,29,20,4,0
4931,-18.978495,-0.042759,0.017365,-0.026805,-0.422990,0.000000,0.154837,0.200000,2,32,17,2,0
4932,-37.371429,-0.148385,-0.068835,-0.029358,-0.513379,0.000000,0.158106,0.188000,3,21,12,3,0
4933,-28.574236,-0.138655,0.021964,-0.033673,-0.454673,0.000000,0.157257,0.212000,3,15,16,3,1
4934,-52.360928,-0.090090,-0.100493,-0.035780,-0.572406,0.000000,0.113153,0.156000,2,16,10,2,0
4935,-18.716768,-0.210281,0.106404,-0.034527,-0.269014,0.000000,0.182365,0.228000,4,10,13,3,0
4936,-93.233067,-0.179099,-0.084609,-0.024358,-1.138900,-0.003626,0.135634,0.288000,2,13,9,2,0
4937,-74.517603,-0.096518,-0.078908,-0.023802,-1.028351,0.000000,0.129742,0.224000,2,11,9,2,0
4938,-29.692477,-0.134311,-0.006383,-0.032485,-0.503926,0.000000,0.166536,0.200000,2,31,13,2,1
4939,-62.644458,-0.090715,-0.017666,-0.025400,-1.030040,0.000000,0.204847,0.274000,1,5,4,1,0
4940,-27.460091,-0.108543,0.021437,-0.029885,-0.521648,0.000000,0.229422,0.234000,3,17,13,3,0
4941,-48.456523,-0.146584,0.066728,-0.028233,-0.809281,0.000000,0.193779,0.238000,2,26,16,2,0
4942,-16.299640,-0.106963,0.051230,-0.030473,-0.418251,0.000000,0.227715,0.234000,3,26,13,3,0
4943,-46.130196,-0.103062,-0.022914,-0.032113,-0.566021,0.000000,0.123729,0.138000,2,12,8,2,0
4944,-58.974831,-0.102559,-0.017955,-0.034961,-0.724781,0.000000,0.126226,0.198000,2,5,9,2,0
4945,-70.490493,-0.091540,-0.112802,-0.025937,-0.629581,0.000000,0.101294,0.124000,4,17,16,4,0
4946,-58.456808,-0.057685,-0.033900,-0.027601,-0.923425,0.000000,0.165850,0.258000,1,8,4,1,0
4947,-86.872771,-0.081921,-0.175563,-0.026554,-0.955696,0.000000,0.132200,0.216000,3,28,15,3,0
4948,-17.744642,-0.055452,-0.045790,-0.030235,-0.352063,0.000000,0.166280,0.216000,2,7,8,2,0
4949,-62.991233,0.000000,0.296117,-0.025355,-0.892424,0.000000,0.116766,0.174000,3,53,21,3,0
4950,-65.310784,-0.056022,0.236254,-0.028628,-1.100094,0.000000,0.168117,0.314000,2,20,8,2,0
4951,-27.427463,-0.194156,-0.092559,-0.032029,-0.339073,0.000000,0.187230,0.212000,2,14,11,2,0
4952,-36.254104,-0.075746,-0.024896,-0.030321,-0.579706,0.000000,0.122940,0.204000,4,25,18,4,0
4953,-15.993659,-0.077723,-0.081201,-0.035259,-0.308797,0.000000,0.136117,0.186000,2,23,11,2,0
4954,-68.580249,-0.024521,0.001003,-0.022578,-1.339356,0.000000,0.169790,0.274000,2,29,10,2,0
4955,-60.916221,-0.021219,-0.110813,-0.031635,-0.934203,0.000000,0.133634,0.276000,2,19,9,2,0
4956,0.023017,-0.065444,-0.055857,-0.043754,-0.168957,0.000000,0.231377,0.236000,5,37,26,5,0
4957,-36.202421,-0.171644,-0.124252,-0.038301,-0.224196,0.000000,0.134011,0.176000,4,20,17,4,0
4958,-47.670820,-0.024140,-0.022765,-0.031079,-0.696751,0.000000,0.152267,0.236000,2,9,11,2,0
4959,-22.815048,-0.151758,-0.020751,-0.033769,-0.367963,-0.012985,0.191678,0.204000,4,31,19,4,0
4960,-51.372527,0.000000,-0.028732,-0.029463,-1.008754,0.000000,0.164904,0.278000,2,11,5,1,0
4961,-60.290543,-0.036131,-0.187518,-0.034702,-0.969657,0.000000,0.227556,0.352000,3,21,13,3,0
4962,-48.377900,-0.084641,-0.045213,-0.032894,-0.903228,0.000000,0.139232,0.262000,3,31,15,3,0
4963,-58.834521,-0.044654,0.032214,-0.030170,-1.070326,0.000000,0.191977,0.282000,2,27,11,2,0
4964,-23.146818,-0.041174,-0.068888,-0.039553,-0.441369,0.000000,0.143584,0.266000,4,46,29,3,2
4965,-18.775514,-0.033819,0.084067,-0.031900,-0.432482,0.000000,0.197379,0.216000,4,31,22,4,0
4966,-79.618411,-0.048652,-0.258182,-0.029597,-1.129825,0.000000,0.222553,0.360000,4,33,14,2,0
4967,-9.086690,-0.034837,0.030718,-0.029164,-0.513227,0.000000,0.178998,0.210000,3,22,14,3,0
4968,-78.997963,-0.146898,-0.013071,-0.029169,-1.129690,0.000000,0.169375,0.290000,2,25,9,2,0
4969,-51.691734,-0.000000,-0.029826,-0.029728,-0.745024,0.000000,0.204044,0.268000,5,28,19,4,0
4970,-58.601635,-0.018893,-0.101511,-0.030221,-0.983908,0.000000,0.136013,0.248000,2,26,10,2,0
4971,-28.256128,0.000000,-0.142867,-0.034196,-0.504771,0.000000,0.158616,0.208000,3,20,13,3,0
4972,-17.268874,-0.147854,-0.055968,-0.035888,-0.344681,0.000000,0.159215,0.196000,2,9,10,2,0
4973,-18.014063,-0.079821,0.001536,-0.033835,-0.261093,0.000000,0.134777,0.160000,3,14,13,3,0
4974,-23.921240,-0.041589,0.029117,-0.033469,-0.469292,0.000000,0.173808,0.198000,4,15,17,4,0
4975,-78.118556,-0.104202,-0.112789,-0.028183,-0.998352,0.000000,0.245422,0.352000,2,13,8,2,0
4976,-22.549001,-0.013863,-0.165472,-0.040261,-0.463810,0.000000,0.248129,0.290000,3,30,9,2,0
4977,-77.384306,-0.154760,-0.270169,-0.031096,-0.994519,0.000000,0.148703,0.268000,5,51,18,4,0
4978,-32.467558,-0.105479,-0.259379,-0.039898,-0.337153,0.000000,0.139129,0.196000,6,58,31,6,0
4979,-36.453367,-0.104553,-0.045222,-0.035085,-0.597229,0.000000,0.138596,0.196000,2,37,12,2,0
4980,-70.475006,0.000000,-0.184207,-0.034119,-0.841261,0.000000,0.159601,0.266000,4,26,21,4,0
4981,-0.209121,-0.112089,-0.047952,-0.043164,-0.097409,0.000000,0.183700,0.192000,2,11,9,2,0
4982,-47.325230,-0.040698,-0.133407,-0.034121,-0.580109,0.000000,0.146647,0.170000,4,38,20,4,0
4983,-41.364079,-0.066083,-0.045725,-0.028065,-0.565867,0.000000,0.137273,0.168000,2,11,8,2,0
4984,-99.268616,-0.000158,-0.135528,-0.028555,-1.014103,0.000000,0.098629,0.170000,4,40,29,4,1
4985,-37.195638,-0.043637,-0.094457,-0.037872,-0.642408,-0.014013,0.169444,0.292000,2,7,8,2,0
4986,-59.616211,-0.086001,-0.030284,-0.031946,-0.883829,0.000000,0.211808,0.328000,1,6,4,1,0
4987,-78.495558,-0.066619,-0.133688,-0.031592,-1.036661,0.000000,0.195149,0.328000,4,63,21,4,0
4988,-50.966431,-0.100070,-0.171855,-0.032469,-0.638687,0.000000,0.150046,0.284000,4,63,22,4,0
4989,3.646067,-0.159121,0.049746,-0.036371,-0.496169,-0.003711,0.278496,0.352000,2,5,8,2,0
4990,0.653455,-0.214390,0.021560,-0.035564,-0.664276,-0.002464,0.322620,0.402000,3,22,13,3,0
4991,-19.850630,-0.019856,0.000000,-0.040182,-0.638739,-0.006507,0.271873,0.382000,0,0,0,0,0
4992,3.229387,-0.088896,-0.002068,-0.037646,-0.279939,0.000000,0.204732,0.268000,1,9,4,1,0
4993,-35.342231,-0.203592,0.112977,-0.040736,-0.751868,-0.000766,0.209733,0.306000,4,34,17,3,0
4994,-16.165993,-0.103134,-0.010718,-0.036336,-0.488792,0.000000,0.192156,0.276000,1,10,4,1,0
4995,2.505919,-0.059197,0.015431,-0.041327,-0.350441,0.000000,0.189059,0.190000,3,19,12,3,0
4996,-25.605785,-0.060985,0.012027,-0.040841,-0.605734,-0.005295,0.219241,0.284000,4,72,28,4,1
4997,-14.750211,-0.053148,0.000000,-0.038833,-0.735395,0.000000,0.300175,0.442000,0,0,0,0,0
4998,-69.212948,-0.062877,-0.111290,-0.035398,-1.042497,0.000000,0.168650,0.318000,3,18,13,3,0
4999,-56.465423,-0.073734,-0.012773,-0.034198,-0.613098,0.000000,0.211012,0.332000,3,27,15,3,0
5000,-40.706169,-0.101915,-0.072209,-0.035852,-0.534096,0.000000,0.144288,0.194000,3,14,14,3,0
