episode,avg_reward,avg_r_info,avg_r_track,avg_r_action,avg_r_boundary,avg_r_collision,avg_r_uncertainty,clip_ratio,acquire,keep,lost,unlock,reacquire
35,-28.250859,-0.094896,-0.036164,-0.025648,-0.468233,0.000000,0.171192,0.326000,2,9,11,2,0
36,-35.446701,-0.001105,-0.296049,-0.026476,-0.439825,0.000000,0.084236,0.210000,3,46,15,3,0
37,-23.526762,-0.075523,-0.071290,-0.024126,-0.490626,0.000000,0.119939,0.220000,2,15,8,2,0
38,-21.733295,-0.030939,-0.091507,-0.023822,-0.499310,0.000000,0.126291,0.272000,2,6,10,2,0
39,-33.224695,-0.202449,-0.232475,-0.022812,-0.422567,0.000000,0.130479,0.324000,3,22,13,2,0
40,-66.689097,-0.090436,-0.034318,-0.026536,-1.077832,0.000000,0.180697,0.398000,1,7,4,1,0
41,-16.587927,-0.149040,-0.056031,-0.026966,-0.366882,0.000000,0.177781,0.340000,2,64,18,2,0
42,-19.488684,-0.020545,-0.014761,-0.024705,-0.422457,-0.009454,0.118586,0.262000,4,24,18,4,0
43,-43.460221,-0.060329,-0.103535,-0.026380,-0.360318,0.000000,0.141148,0.254000,6,42,24,4,0
44,-50.357257,-0.027726,-0.036084,-0.020238,-0.630045,0.000000,0.110884,0.244000,4,23,18,3,0
45,-25.645776,-0.046248,0.030895,-0.021237,-0.429153,0.000000,0.100405,0.214000,3,13,13,3,0
46,-7.075487,-0.164625,-0.067811,-0.023167,-0.402388,0.000000,0.169155,0.284000,2,8,10,2,0
47,-22.466677,-0.154363,0.198348,-0.024935,-0.377242,0.000000,0.119562,0.294000,5,48,15,3,0
48,-27.067204,-0.138155,-0.070260,-0.021849,-0.448565,0.000000,0.145183,0.280000,3,10,10,2,0
49,-75.731115,-0.131490,-0.035718,-0.017604,-0.922765,0.000000,0.125699,0.312000,3,23,17,3,0
50,-37.227225,-0.140763,0.003565,-0.018956,-0.583314,-0.001258,0.167681,0.308000,3,11,4,1,0
51,-30.390853,-0.035265,-0.168068,-0.022336,-0.482144,0.000000,0.128042,0.302000,3,16,14,3,0
52,-0.218020,-0.190286,0.051860,-0.027828,-0.344628,0.000000,0.179032,0.360000,5,50,24,5,0
53,-28.535228,-0.006554,0.087747,-0.024035,-0.728763,0.000000,0.177603,0.340000,3,13,10,2,0
54,-36.850807,-0.102386,-0.163029,-0.026490,-0.683146,0.000000,0.158994,0.376000,6,65,29,5,0
55,-44.778881,-0.013863,-0.082509,-0.025232,-0.815331,0.000000,0.141525,0.360000,6,49,23,4,0
56,-81.612206,-0.115104,0.007585,-0.018922,-1.149055,-0.007447,0.179045,0.342000,2,5,8,2,0
57,-39.818352,-0.069995,0.061570,-0.024444,-0.558884,0.000000,0.149188,0.306000,5,34,16,4,0
58,-92.077004,-0.053978,0.091635,-0.024160,-1.082735,0.000000,0.150704,0.322000,3,51,13,2,0
59,-67.678408,-0.053036,-0.147789,-0.026983,-0.864977,0.000000,0.105909,0.266000,4,26,16,4,0
60,-76.228758,-0.087681,-0.038587,-0.026079,-0.932920,0.000000,0.123641,0.318000,4,29,18,4,0
61,-43.027731,-0.131429,-0.000464,-0.025246,-0.930722,0.000000,0.195643,0.390000,1,5,4,1,0
62,-59.522991,-0.009740,-0.004880,-0.024524,-1.164980,0.000000,0.191699,0.330000,3,16,12,2,0
63,-62.535342,-0.078208,-0.065461,-0.026398,-0.878438,0.000000,0.193373,0.370000,1,10,4,1,0
64,-39.709309,-0.065614,-0.051428,-0.023531,-0.746178,0.000000,0.147963,0.352000,1,7,4,1,0
65,-40.890998,-0.019644,-0.041832,-0.023253,-0.800214,0.000000,0.197813,0.400000,1,5,5,1,0
66,-48.174032,0.000000,-0.152533,-0.022769,-0.771402,0.000000,0.090192,0.242000,2,10,10,2,0
67,-77.115031,-0.117499,-0.082145,-0.023271,-1.068241,0.000000,0.145212,0.310000,5,31,19,4,0
68,-35.192260,-0.138154,0.037976,-0.025163,-0.505908,0.000000,0.142007,0.334000,5,26,18,3,0
69,-73.568762,-0.096391,-0.062185,-0.021784,-0.928699,0.000000,0.127595,0.306000,3,29,13,3,0
70,-82.384383,-0.140926,-0.070802,-0.023743,-1.105028,0.000000,0.149461,0.324000,4,33,15,3,0
71,-36.716820,-0.084144,-0.018921,-0.023181,-0.719619,0.000000,0.134295,0.294000,3,15,13,3,0
72,-36.107659,-0.000000,-0.175859,-0.026799,-0.638700,0.000000,0.147818,0.280000,4,30,16,3,0
73,-45.636445,-0.140230,-0.286040,-0.030510,-0.258149,0.000000,0.094051,0.194000,3,34,19,3,0
74,-37.297132,-0.031247,-0.154182,-0.030075,-0.508020,0.000000,0.162607,0.308000,2,17,10,1,0
75,-28.012425,-0.206693,-0.076012,-0.023731,-0.619757,0.000000,0.160675,0.266000,2,9,8,2,0
76,-53.521740,-0.016768,0.026367,-0.023567,-0.644630,0.000000,0.172150,0.256000,2,17,9,2,0
77,-52.077236,-0.190668,-0.041402,-0.023359,-0.695419,0.000000,0.143038,0.224000,3,16,10,2,0
78,-43.706098,-0.063758,-0.133032,-0.026507,-0.641392,0.000000,0.154505,0.262000,2,11,10,2,0
79,-44.719908,-0.220795,-0.014922,-0.028138,-0.627961,0.000000,0.136271,0.270000,4,21,17,2,0
80,-37.367797,-0.110113,0.069915,-0.028773,-0.740380,0.000000,0.185650,0.270000,3,16,13,3,0
81,-42.419063,-0.123286,-0.144767,-0.030217,-0.662330,0.000000,0.161488,0.298000,4,42,14,2,0
82,-35.821931,-0.051827,-0.104974,-0.028365,-0.590048,0.000000,0.158476,0.248000,3,10,14,3,0
83,-84.720263,-0.000000,-0.219311,-0.022944,-0.751151,0.000000,0.088405,0.154000,5,34,24,4,0
84,-15.908401,-0.138155,0.006813,-0.028127,-0.276185,0.000000,0.144479,0.298000,4,25,11,2,0
85,-13.728968,-0.000000,-0.121462,-0.028578,-0.329063,0.000000,0.130457,0.192000,2,20,10,2,0
86,-11.784599,-0.025007,-0.097524,-0.028780,-0.322011,0.000000,0.177925,0.286000,2,19,12,2,0
87,-21.679842,-0.131132,-0.020575,-0.026678,-0.347951,0.000000,0.140955,0.248000,5,28,18,4,0
88,18.169202,-0.089227,0.220374,-0.028103,-0.274572,0.000000,0.258149,0.340000,3,9,10,2,0
89,-25.968368,-0.142054,-0.044030,-0.023273,-0.379248,0.000000,0.101256,0.164000,2,19,12,2,0
90,-22.969554,-0.252822,-0.105625,-0.026868,-0.286568,0.000000,0.104071,0.190000,4,26,16,2,0
91,-13.165633,-0.137871,0.025554,-0.029396,-0.313104,0.000000,0.124845,0.214000,4,35,16,3,1
92,12.206969,0.000000,0.090764,-0.023656,-0.396624,-0.000481,0.196000,0.280000,3,17,6,1,0
93,-26.358964,-0.035663,-0.123396,-0.022682,-0.345107,0.000000,0.144910,0.248000,4,10,13,2,0
94,-9.580342,-0.187179,0.234965,-0.026615,-0.324628,0.000000,0.161139,0.286000,3,18,9,2,0
95,-29.191360,-0.059223,0.160882,-0.026142,-0.326502,0.000000,0.176077,0.282000,3,26,7,1,0
96,-46.749093,-0.005292,-0.109947,-0.019101,-0.566101,0.000000,0.079134,0.190000,3,26,14,3,0
97,-26.970842,-0.087487,-0.118848,-0.024737,-0.302596,0.000000,0.074786,0.180000,2,36,12,2,0
98,-10.577796,-0.056367,0.101732,-0.028712,-0.299623,0.000000,0.150756,0.304000,4,21,16,3,0
99,-44.438904,-0.361607,0.122882,-0.027555,-0.341909,0.000000,0.098483,0.190000,5,55,23,3,0
100,-1.396404,-0.135457,-0.014262,-0.022995,-0.416974,-0.001319,0.200407,0.314000,1,8,4,1,0
101,-18.381555,-0.031808,-0.046243,-0.024596,-0.413195,0.000000,0.155990,0.218000,3,13,12,3,0
102,-11.647338,-0.207441,0.139468,-0.023487,-0.320354,0.000000,0.095771,0.140000,5,38,20,4,0
103,-18.916946,-0.138155,-0.200123,-0.026197,-0.319071,0.000000,0.152814,0.290000,4,19,13,3,0
104,-21.564074,-0.045848,-0.103997,-0.025803,-0.316676,-0.003483,0.117224,0.198000,3,21,12,2,0
105,-24.738894,-0.053397,-0.069330,-0.026759,-0.316713,0.000000,0.077460,0.170000,4,33,22,4,0
106,-14.246710,-0.251595,-0.033746,-0.026061,-0.331172,0.000000,0.162134,0.262000,2,23,6,1,0
107,-6.145008,-0.076436,-0.059372,-0.026414,-0.315253,0.000000,0.184595,0.276000,2,10,10,2,0
108,-22.958788,-0.092466,0.013018,-0.026772,-0.281056,0.000000,0.118603,0.214000,4,30,19,4,0
109,-14.644165,-0.260445,-0.093790,-0.024525,-0.344687,0.000000,0.118604,0.262000,6,45,24,3,0
110,-12.844424,-0.045704,-0.004503,-0.024426,-0.317412,-0.006619,0.064790,0.156000,3,20,14,3,0
111,-18.267709,-0.058611,0.004711,-0.025769,-0.316448,0.000000,0.120414,0.204000,3,14,15,3,0
112,-24.872660,-0.131590,0.199108,-0.025604,-0.374462,0.000000,0.125532,0.170000,4,53,17,3,0
113,-86.110211,-0.027873,-0.092397,-0.019883,-0.907960,0.000000,0.072633,0.166000,2,31,12,2,0
114,-26.094700,-0.138155,-0.091050,-0.024905,-0.422034,0.000000,0.137363,0.254000,5,20,21,4,0
115,-46.839300,-0.113886,0.011183,-0.019536,-0.810394,0.000000,0.136568,0.310000,2,26,12,2,0
116,-34.615118,-0.292778,-0.041094,-0.027963,-0.231881,0.000000,0.144786,0.180000,4,44,13,3,0
117,10.598851,-0.050884,0.235630,-0.029315,-0.235521,0.000000,0.193190,0.240000,3,15,13,2,0
118,-18.464357,-0.157664,0.056530,-0.030767,-0.184772,0.000000,0.223593,0.272000,4,25,18,4,0
119,2.087046,-0.062042,-0.056407,-0.028416,-0.235948,0.000000,0.186772,0.278000,3,19,11,2,0
120,6.106415,-0.133698,-0.033140,-0.025918,-0.233138,0.000000,0.192937,0.252000,2,15,10,2,0
121,-2.872385,-0.070051,-0.031528,-0.027133,-0.267646,0.000000,0.145807,0.230000,3,24,13,3,0
122,-5.386076,-0.147721,-0.031827,-0.025863,-0.283293,0.000000,0.217252,0.284000,1,10,4,1,0
123,-26.477063,-0.145682,0.086992,-0.026790,-0.326757,0.000000,0.233371,0.276000,3,30,12,2,1
124,-14.208740,-0.258908,-0.022488,-0.027005,-0.237743,0.000000,0.218294,0.208000,4,40,21,4,1
125,5.219883,0.000000,0.008644,-0.026455,-0.224286,0.000000,0.177664,0.228000,3,15,13,3,0
126,-22.959481,-0.388442,0.046134,-0.027706,-0.433987,0.000000,0.172149,0.288000,5,21,13,3,0
127,-21.337787,-0.116520,-0.151018,-0.027627,-0.294470,0.000000,0.171719,0.302000,5,28,17,2,0
128,-10.631875,-0.076020,-0.205218,-0.030270,-0.198448,0.000000,0.154183,0.286000,4,67,24,3,0
129,-21.961722,-0.028674,-0.079464,-0.025939,-0.309041,0.000000,0.187886,0.294000,2,36,9,2,0
130,-16.869337,-0.124383,-0.086595,-0.030772,-0.253688,0.000000,0.147630,0.216000,5,37,19,3,0
131,-17.541458,-0.196819,-0.067559,-0.026111,-0.254439,0.000000,0.139669,0.204000,4,46,19,3,0
132,-37.725514,-0.192504,-0.074768,-0.023992,-0.421867,0.000000,0.184887,0.210000,3,8,11,2,0
133,-2.163799,-0.163655,-0.031245,-0.030097,-0.164508,0.000000,0.193613,0.252000,3,18,16,3,0
134,-9.883180,-0.058789,-0.219199,-0.026872,-0.213500,0.000000,0.150669,0.252000,4,69,25,3,0
135,2.050980,-0.013863,-0.057341,-0.029327,-0.323789,0.000000,0.178073,0.242000,4,27,15,3,0
136,-1.258248,-0.195698,-0.041971,-0.030812,-0.177315,0.000000,0.174520,0.246000,2,20,9,2,0
137,4.871548,-0.087927,0.020479,-0.027427,-0.204657,0.000000,0.133462,0.196000,3,25,13,3,0
138,3.529314,-0.059729,0.030266,-0.023161,-0.325290,0.000000,0.191626,0.254000,1,22,10,1,0
139,-47.907216,-0.056327,-0.109438,-0.026983,-0.498972,0.000000,0.119276,0.158000,3,21,17,3,0
140,-2.987279,-0.032672,-0.069183,-0.032097,-0.163535,0.000000,0.212558,0.228000,3,38,15,2,0
141,-24.903001,-0.076484,-0.002569,-0.032051,-0.154687,0.000000,0.082969,0.136000,4,26,21,4,0
142,-26.366358,-0.280243,-0.236395,-0.032372,-0.166277,0.000000,0.156263,0.188000,6,39,22,5,0
143,7.712797,-0.047843,-0.186655,-0.031108,-0.180997,0.000000,0.203409,0.268000,2,12,8,2,0
144,2.564547,-0.136151,-0.059386,-0.032480,-0.189659,0.000000,0.179998,0.230000,5,28,17,4,0
145,9.964631,-0.189894,0.313294,-0.031092,-0.167535,0.000000,0.164620,0.232000,4,19,9,2,0
146,-30.218127,-0.196651,-0.175958,-0.031261,-0.190667,0.000000,0.175274,0.258000,4,30,18,3,1
147,0.208687,-0.158923,-0.043743,-0.032640,-0.158419,0.000000,0.163005,0.278000,2,10,4,1,0
148,-0.223808,-0.191295,-0.107867,-0.029315,-0.211052,0.000000,0.166933,0.260000,4,25,18,4,0
149,-10.315669,-0.059619,-0.174247,-0.024543,-0.292763,0.000000,0.198236,0.246000,2,25,9,2,0
150,-5.507369,-0.000000,-0.130939,-0.031150,-0.187198,0.000000,0.120571,0.236000,3,37,18,2,1
151,-17.973744,-0.057893,0.019386,-0.029339,-0.208180,0.000000,0.128112,0.166000,3,21,13,3,0
152,-3.059218,-0.047847,0.064248,-0.032709,-0.175886,0.000000,0.159641,0.256000,2,29,8,1,0
153,-21.884372,-0.251134,-0.166000,-0.029949,-0.185657,0.000000,0.145921,0.202000,4,17,14,3,0
154,-25.044876,-0.107719,-0.162235,-0.028943,-0.333506,0.000000,0.166027,0.264000,5,35,22,4,0
155,-0.635798,-0.038353,-0.065101,-0.031866,-0.188026,0.000000,0.138748,0.168000,2,15,8,2,0
156,-14.549965,-0.171858,0.130579,-0.032697,-0.172144,0.000000,0.138518,0.198000,5,35,16,3,0
157,-6.121276,-0.311139,0.051343,-0.024823,-0.337343,0.000000,0.229165,0.250000,6,29,24,5,0
158,-39.801472,-0.122362,0.035086,-0.022525,-0.516348,0.000000,0.152815,0.260000,3,40,10,2,0
159,-19.445630,-0.248368,-0.172149,-0.025230,-0.285633,0.000000,0.201162,0.300000,3,19,14,3,0
160,-17.000301,-0.190168,-0.080150,-0.028410,-0.202140,0.000000,0.172650,0.202000,4,23,17,3,1
161,-10.070294,-0.138155,-0.031714,-0.027666,-0.296414,0.000000,0.161128,0.234000,4,19,13,3,0
162,-18.441148,-0.128576,-0.017292,-0.025745,-0.634564,0.000000,0.225834,0.338000,2,8,9,2,0
163,-15.034051,-0.234336,0.022828,-0.031794,-0.203737,0.000000,0.200281,0.302000,3,20,15,3,0
164,-14.079760,-0.000000,0.082010,-0.029503,-0.204727,0.000000,0.065739,0.132000,6,31,26,5,0
165,-24.391627,-0.039729,-0.070519,-0.026238,-0.333181,0.000000,0.164359,0.288000,5,26,19,4,0
166,-34.867520,-0.052580,-0.132094,-0.025704,-0.428229,0.000000,0.154192,0.242000,2,16,10,2,0
167,-18.005217,0.000000,0.187116,-0.030225,-0.228191,0.000000,0.126657,0.206000,4,14,16,4,0
168,-19.180095,-0.018477,-0.021135,-0.027559,-0.414780,0.000000,0.177957,0.276000,3,24,15,2,0
169,-22.590427,-0.041913,0.167030,-0.023000,-0.507092,0.000000,0.146520,0.232000,2,22,13,2,0
170,-21.041327,-0.000000,-0.171490,-0.030769,-0.231107,0.000000,0.097503,0.160000,4,29,19,4,0
171,-12.894072,-0.101658,-0.137664,-0.031452,-0.237424,0.000000,0.097311,0.168000,3,18,17,3,1
172,-39.437931,-0.070227,-0.063086,-0.023744,-0.612534,0.000000,0.145698,0.296000,4,17,21,3,0
173,-2.921014,-0.131412,-0.051852,-0.025961,-0.328027,0.000000,0.193225,0.238000,2,10,10,2,0
174,-22.514840,-0.114994,-0.068660,-0.027149,-0.372544,0.000000,0.185484,0.284000,2,8,9,2,0
175,-42.571595,-0.036866,-0.152535,-0.023424,-0.446287,0.000000,0.098049,0.182000,4,36,19,4,0
176,-44.162299,-0.168250,-0.187663,-0.025236,-0.303216,0.000000,0.098113,0.170000,3,20,14,3,0
177,-42.152985,-0.194552,-0.212749,-0.024202,-0.407074,0.000000,0.137889,0.244000,4,17,18,4,0
178,-23.427630,-0.050158,0.091482,-0.024424,-0.437606,0.000000,0.181709,0.256000,3,14,13,3,0
179,-24.980090,-0.202672,-0.126969,-0.028580,-0.355940,0.000000,0.128969,0.198000,3,24,18,3,1
180,-22.299226,-0.117601,0.046113,-0.026372,-0.468841,0.000000,0.159870,0.282000,2,12,8,2,0
181,-30.005847,-0.166461,-0.090709,-0.022971,-0.524481,0.000000,0.211173,0.242000,3,21,12,3,0
182,-21.987989,-0.076741,-0.023393,-0.028123,-0.348797,0.000000,0.176294,0.292000,3,16,13,3,0
183,-7.180374,-0.000000,-0.104651,-0.028527,-0.259817,0.000000,0.170862,0.274000,3,11,12,2,1
184,-9.816143,-0.167792,-0.084013,-0.027936,-0.291763,0.000000,0.151361,0.218000,5,30,17,3,0
185,-19.711295,-0.078852,-0.037887,-0.024136,-0.357337,0.000000,0.178952,0.232000,1,5,4,1,0
186,-8.292510,-0.139272,-0.130026,-0.029829,-0.228672,0.000000,0.133353,0.200000,5,29,17,4,0
187,-0.681922,-0.135089,-0.034964,-0.028938,-0.304674,0.000000,0.231039,0.318000,1,5,4,1,0
188,-1.855425,-0.267614,-0.006706,-0.030527,-0.220929,0.000000,0.173740,0.266000,4,21,17,4,0
189,-22.216801,-0.000000,0.294126,-0.024759,-0.563747,0.000000,0.169931,0.274000,4,23,17,4,0
190,-17.765992,-0.187654,-0.018906,-0.024061,-0.353062,0.000000,0.226610,0.308000,2,14,8,2,0
191,-13.998344,-0.091940,-0.146579,-0.026494,-0.392094,0.000000,0.174346,0.292000,3,34,12,2,0
192,-16.466443,-0.050245,-0.209695,-0.029692,-0.193952,0.000000,0.144862,0.224000,4,19,14,3,0
193,-12.184480,-0.007211,0.246828,-0.026779,-0.313158,0.000000,0.164718,0.280000,4,17,14,3,0
194,-18.509672,-0.024747,-0.021132,-0.025508,-0.461564,0.000000,0.154142,0.284000,2,16,11,2,0
195,-15.725768,-0.000000,0.199298,-0.024746,-0.280327,0.000000,0.146017,0.216000,3,15,13,3,0
196,-6.087358,-0.059736,0.089260,-0.027766,-0.177009,0.000000,0.187644,0.284000,2,9,9,2,0
197,5.200489,-0.065290,-0.027715,-0.027027,-0.228709,0.000000,0.193481,0.276000,1,9,4,1,0
198,-12.034519,-0.000000,-0.140816,-0.026508,-0.347748,0.000000,0.140418,0.262000,4,23,13,3,0
199,-2.207390,-0.000000,0.057839,-0.029859,-0.237282,0.000000,0.138978,0.224000,5,32,23,4,0
200,-22.706116,-0.055045,-0.107148,-0.026035,-0.425351,0.000000,0.171464,0.250000,3,22,13,3,0
201,-18.886737,-0.089849,-0.158843,-0.028938,-0.265998,0.000000,0.165663,0.216000,4,39,18,3,0
202,-6.291320,-0.000106,-0.049093,-0.024908,-0.319231,0.000000,0.168923,0.258000,3,21,17,2,0
203,3.052490,-0.000000,-0.095991,-0.028410,-0.247837,0.000000,0.166776,0.284000,2,11,10,1,0
204,-15.966412,-0.044974,-0.020520,-0.023906,-0.306226,0.000000,0.152005,0.264000,2,14,6,1,0
205,-13.355186,-0.055737,-0.042776,-0.027279,-0.327463,0.000000,0.181471,0.268000,2,9,9,2,0
206,-14.321425,-0.214641,-0.034022,-0.024313,-0.419525,0.000000,0.222649,0.286000,2,13,5,1,0
207,-3.428199,-0.197252,-0.036611,-0.026178,-0.310154,0.000000,0.162146,0.254000,5,24,15,2,0
208,-31.857344,-0.172232,0.083391,-0.029213,-0.232385,0.000000,0.158885,0.198000,4,63,13,2,0
209,-15.630592,-0.058290,-0.247424,-0.026717,-0.361827,0.000000,0.206457,0.286000,3,24,17,3,0
210,-15.852805,-0.083800,-0.027408,-0.024570,-0.476360,0.000000,0.177463,0.226000,2,14,10,2,0
211,5.491851,-0.026661,-0.054053,-0.020706,-0.344286,0.000000,0.217720,0.302000,1,13,1,0,0
212,-14.427556,-0.027726,-0.022380,-0.024929,-0.369324,0.000000,0.192725,0.302000,3,23,10,2,0
213,-16.936986,-0.085067,-0.179642,-0.024753,-0.341368,0.000000,0.208347,0.298000,2,16,12,2,0
214,-4.059468,-0.131906,-0.017231,-0.026258,-0.349495,0.000000,0.178423,0.238000,1,7,5,1,0
215,-2.348424,-0.031063,-0.119522,-0.030011,-0.240108,-0.015524,0.214916,0.272000,4,37,18,4,0
216,-26.861908,-0.053887,-0.050866,-0.025465,-0.495603,0.000000,0.148076,0.228000,3,13,14,3,0
217,-11.987858,-0.084720,-0.082691,-0.028843,-0.305953,0.000000,0.195328,0.286000,5,20,16,3,0
218,-0.948624,-0.031046,0.088236,-0.030761,-0.197799,0.000000,0.143960,0.202000,3,20,13,3,0
219,-40.213624,-0.410085,0.000916,-0.026632,-0.526832,0.000000,0.172113,0.302000,4,37,16,3,0
220,-21.316763,-0.076407,0.172258,-0.026427,-0.307662,0.000000,0.168860,0.272000,5,29,22,4,0
221,-11.138547,-0.136915,-0.020344,-0.026681,-0.289240,0.000000,0.226618,0.290000,1,7,5,1,0
222,-15.635781,-0.028065,0.039988,-0.027759,-0.396683,0.000000,0.183869,0.286000,3,31,17,2,0
223,-5.668109,-0.038042,-0.085288,-0.027623,-0.398160,0.000000,0.222235,0.306000,2,14,10,2,0
224,-19.391128,-0.040004,-0.086907,-0.030682,-0.224292,0.000000,0.074372,0.176000,5,39,23,5,0
225,-18.599573,-0.241336,-0.091888,-0.032179,-0.179769,0.000000,0.115648,0.218000,4,46,22,3,1
226,-8.854148,-0.141710,-0.038144,-0.027408,-0.320595,0.000000,0.156929,0.194000,3,29,11,2,0
227,-3.449939,-0.000000,-0.100832,-0.025016,-0.339980,0.000000,0.186618,0.300000,2,14,8,2,0
228,-12.749753,-0.187735,-0.079772,-0.028925,-0.223604,0.000000,0.165902,0.222000,5,27,20,4,0
229,-12.357336,-0.146732,-0.054174,-0.024709,-0.417245,0.000000,0.194579,0.308000,2,12,10,2,0
230,-6.064668,-0.028830,-0.044914,-0.029331,-0.375387,0.000000,0.190401,0.290000,2,14,8,2,0
231,-23.725119,-0.092645,-0.158199,-0.029095,-0.311842,0.000000,0.178398,0.270000,3,21,17,2,0
232,-6.631703,-0.054567,-0.031114,-0.030710,-0.178531,0.000000,0.115208,0.148000,3,11,15,3,0
233,-26.207477,-0.067528,0.020019,-0.023694,-0.563681,0.000000,0.199463,0.294000,2,20,10,2,0
234,-21.409422,-0.037701,-0.039865,-0.027607,-0.443468,0.000000,0.167054,0.248000,4,22,18,4,0
235,-4.250894,-0.206243,-0.020416,-0.025682,-0.329989,0.000000,0.206682,0.232000,6,29,24,5,0
236,9.795565,-0.000000,0.036036,-0.030009,-0.178812,0.000000,0.176155,0.240000,4,28,12,3,0
237,-17.142066,-0.155469,-0.141495,-0.027672,-0.253052,0.000000,0.168473,0.232000,4,22,19,3,0
238,-14.177294,-0.163019,-0.059059,-0.026821,-0.387817,0.000000,0.240362,0.338000,2,14,8,2,0
239,-16.453483,-0.147340,-0.127222,-0.026024,-0.390955,0.000000,0.176652,0.290000,3,14,13,3,0
240,-5.749228,-0.176332,-0.092678,-0.029276,-0.287320,0.000000,0.166463,0.258000,4,31,14,3,0
241,-22.448124,-0.033512,0.128536,-0.026423,-0.471756,0.000000,0.218133,0.362000,2,22,11,2,0
242,-26.511521,-0.000000,-0.031011,-0.028211,-0.383957,0.000000,0.093723,0.192000,5,72,24,4,0
243,-16.225233,-0.070467,-0.230867,-0.033668,-0.187740,0.000000,0.150283,0.236000,3,23,14,3,0
