episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
370,0.010000,0.824000,1,0.020000,0.020000
371,0.356000,1.354000,6,0.162000,0.395000
372,0.350000,1.546000,6,0.150000,0.305000
373,0.546000,1.682000,6,0.150000,0.270000
374,0.174000,1.136000,4,0.110000,0.135000
375,0.312000,2.000000,5,0.130000,0.205000
376,0.078000,1.302000,2,0.044000,0.065000
377,0.776000,0.824000,2,0.110000,0.225000
378,0.888000,1.450000,6,0.214000,0.390000
379,0.164000,1.174000,3,0.074000,0.115000
380,0.548000,1.728000,6,0.170000,0.245000
381,0.042000,0.774000,2,0.034000,0.045000
382,0.094000,1.462000,3,0.056000,0.115000
383,0.154000,1.382000,3,0.062000,0.100000
384,0.326000,1.780000,6,0.146000,0.225000
385,0.056000,0.820000,1,0.022000,0.035000
386,0.196000,0.984000,3,0.078000,0.125000
387,0.158000,1.300000,5,0.098000,0.145000
388,0.190000,2.034000,3,0.080000,0.130000
389,0.138000,1.576000,4,0.094000,0.125000
390,0.384000,1.858000,5,0.132000,0.220000
391,0.124000,1.354000,4,0.068000,0.105000
392,0.156000,1.176000,4,0.088000,0.120000
393,0.546000,1.042000,6,0.160000,0.260000
394,0.042000,0.812000,1,0.026000,0.040000
395,0.072000,0.810000,1,0.024000,0.040000
396,0.142000,1.432000,3,0.068000,0.105000
397,0.200000,1.706000,5,0.102000,0.160000
398,0.210000,1.634000,4,0.092000,0.140000
399,0.346000,1.606000,3,0.112000,0.170000
400,0.056000,0.820000,1,0.022000,0.035000
401,0.338000,0.802000,4,0.124000,0.205000
402,0.078000,1.390000,2,0.036000,0.050000
403,0.312000,1.978000,5,0.124000,0.210000
404,0.128000,2.094000,3,0.070000,0.105000
405,0.400000,1.952000,3,0.094000,0.170000
406,0.508000,2.296000,6,0.158000,0.280000
407,0.276000,1.652000,6,0.128000,0.190000
408,0.036000,0.812000,1,0.024000,0.035000
409,0.214000,1.184000,4,0.086000,0.145000
410,0.350000,1.180000,7,0.170000,0.230000
411,0.288000,1.940000,4,0.118000,0.195000
412,0.398000,2.024000,4,0.100000,0.180000
413,1.800000,0.862000,6,0.192000,0.320000
414,0.042000,0.812000,1,0.026000,0.040000
415,0.206000,1.384000,3,0.070000,0.125000
416,0.190000,1.564000,5,0.092000,0.115000
417,0.152000,1.644000,5,0.092000,0.130000
418,0.248000,1.082000,4,0.096000,0.155000
419,0.238000,1.974000,4,0.116000,0.180000
420,0.102000,1.520000,2,0.040000,0.060000
421,1.358000,1.422000,3,0.216000,0.455000
422,0.204000,1.450000,2,0.054000,0.095000
423,0.162000,0.700000,2,0.050000,0.085000
424,0.132000,1.602000,3,0.064000,0.095000
425,0.278000,1.054000,4,0.100000,0.160000
426,0.188000,2.230000,6,0.118000,0.165000
427,0.268000,1.164000,4,0.102000,0.185000
428,0.168000,1.316000,4,0.088000,0.135000
429,0.072000,0.660000,1,0.024000,0.040000
430,0.542000,1.046000,4,0.124000,0.260000
431,0.128000,1.494000,6,0.100000,0.120000
432,0.168000,0.682000,2,0.054000,0.090000
433,0.602000,1.474000,5,0.146000,0.255000
434,0.138000,1.776000,3,0.076000,0.115000
435,0.170000,1.712000,4,0.100000,0.165000
