episode,avg_reward,noise_std
1,-5.367119,0.298800
2,10.588522,0.297605
3,6.112607,0.296414
4,7.153166,0.295229
5,4.670577,0.294048
6,17.372188,0.292872
7,8.111539,0.291700
8,6.909186,0.290533
9,-2.123795,0.289371
10,1.876435,0.288214
11,2.872429,0.287061
12,2.335398,0.285913
13,11.960251,0.284769
14,9.649630,0.283630
15,6.043733,0.282495
16,1.643400,0.281365
17,6.003461,0.280240
18,1.608570,0.279119
19,-0.931309,0.278002
20,4.214635,0.276890
21,7.918083,0.275783
22,6.557473,0.274680
23,4.307851,0.273581
24,1.240617,0.272487
25,8.557781,0.271397
26,4.816680,0.270311
27,-0.708848,0.269230
28,2.635639,0.268153
29,6.789353,0.267080
30,3.331018,0.266012
31,9.437544,0.264948
32,2.455692,0.263888
33,8.049091,0.262833
34,0.855650,0.261781
35,3.756598,0.260734
36,8.146969,0.259691
37,4.539953,0.258653
38,0.826365,0.257618
39,12.922637,0.256587
40,-1.092192,0.255561
41,-1.228950,0.254539
42,4.177716,0.253521
43,-0.169788,0.252507
44,-0.103952,0.251497
45,8.443686,0.250491
46,3.006130,0.249489
47,10.997369,0.248491
48,15.380675,0.247497
49,6.666704,0.246507
50,1.678131,0.245521
51,14.480600,0.244539
52,3.654659,0.243560
53,4.282076,0.242586
54,9.709698,0.241616
55,6.318100,0.240649
56,8.097322,0.239687
57,4.104533,0.238728
58,5.439421,0.237773
59,11.129292,0.236822
60,6.475129,0.235875
61,10.806832,0.234931
62,4.501618,0.233992
63,6.182471,0.233056
64,11.589289,0.232123
65,3.577456,0.231195
66,6.538258,0.230270
67,0.809924,0.229349
68,14.515570,0.228432
69,11.140668,0.227518
70,1.894068,0.226608
71,11.005338,0.225701
72,13.549786,0.224799
73,5.950947,0.223899
74,6.863049,0.223004
75,10.077692,0.222112
76,4.096710,0.221223
77,2.866887,0.220338
78,29.409267,0.219457
79,3.488685,0.218579
80,8.662700,0.217705
81,7.063721,0.216834
82,15.372788,0.215967
83,8.002578,0.215103
84,5.880469,0.214243
85,5.409716,0.213386
86,7.662370,0.212532
87,6.899403,0.211682
88,4.900826,0.210835
89,11.646635,0.209992
90,-0.690054,0.209152
91,1.721089,0.208315
92,3.883684,0.207482
93,10.469222,0.206652
94,9.209550,0.205825
95,1.845250,0.205002
96,4.365205,0.204182
97,19.545199,0.203365
98,1.324702,0.202552
99,9.389984,0.201742
100,6.218731,0.200935
101,5.505876,0.200131
102,10.509947,0.199331
103,4.721059,0.198533
