episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
1,0.890000,0.584000,1,0.088000,0.190000
2,0.660000,0.658000,4,0.152000,0.265000
3,0.412000,1.204000,2,0.132000,0.255000
4,1.010000,0.882000,4,0.182000,0.250000
5,0.060000,0.010000,2,0.034000,0.040000
6,0.116000,1.104000,2,0.054000,0.085000
7,0.006000,0.002000,1,0.006000,0.010000
8,0.246000,1.376000,4,0.100000,0.175000
9,0.042000,0.862000,2,0.036000,0.045000
10,0.134000,1.472000,3,0.064000,0.095000
11,0.808000,1.780000,4,0.136000,0.250000
12,0.142000,1.808000,3,0.074000,0.105000
13,0.376000,1.402000,3,0.112000,0.215000
14,0.212000,0.792000,1,0.046000,0.090000
15,0.110000,1.530000,2,0.042000,0.065000
16,0.530000,1.068000,5,0.136000,0.255000
17,0.462000,0.548000,2,0.100000,0.210000
18,0.344000,1.274000,2,0.080000,0.150000
19,0.696000,1.586000,5,0.212000,0.345000
20,0.530000,0.786000,2,0.100000,0.195000
21,2.124000,1.082000,2,0.134000,0.290000
22,0.480000,1.482000,4,0.118000,0.220000
23,0.200000,0.860000,2,0.076000,0.130000
24,0.742000,0.982000,3,0.106000,0.220000
25,0.338000,1.558000,3,0.098000,0.165000
26,0.816000,1.512000,6,0.212000,0.360000
27,0.276000,1.394000,4,0.094000,0.165000
28,1.044000,0.962000,3,0.134000,0.235000
29,0.060000,0.872000,2,0.030000,0.050000
30,0.220000,1.402000,4,0.094000,0.215000
31,0.162000,1.500000,4,0.074000,0.105000
32,0.036000,0.762000,1,0.024000,0.035000
33,0.152000,1.526000,3,0.070000,0.110000
34,0.774000,0.388000,4,0.134000,0.265000
35,0.056000,0.672000,2,0.040000,0.055000
36,0.080000,0.636000,3,0.046000,0.070000
37,0.362000,1.278000,3,0.112000,0.175000
38,0.366000,1.336000,4,0.118000,0.205000
39,1.408000,1.076000,6,0.218000,0.420000
40,0.220000,1.004000,3,0.096000,0.170000
41,0.470000,0.542000,5,0.146000,0.260000
42,0.268000,0.716000,2,0.066000,0.115000
43,0.224000,0.672000,4,0.084000,0.125000
44,0.110000,0.250000,1,0.028000,0.050000
45,0.088000,1.304000,2,0.046000,0.065000
46,0.204000,0.660000,2,0.046000,0.095000
47,0.412000,0.274000,2,0.088000,0.170000
48,0.646000,2.464000,6,0.184000,0.280000
49,0.172000,1.404000,4,0.090000,0.135000
50,0.212000,1.694000,3,0.080000,0.130000
51,0.464000,1.362000,5,0.136000,0.250000
52,0.056000,0.872000,2,0.030000,0.060000
53,0.410000,0.846000,4,0.082000,0.155000
54,0.742000,1.214000,3,0.126000,0.205000
55,0.244000,1.560000,3,0.050000,0.085000
56,0.098000,0.514000,1,0.042000,0.075000
57,0.000000,0.000000,0,0.000000,0.000000
58,0.518000,0.764000,2,0.082000,0.155000
59,0.388000,1.620000,3,0.124000,0.225000
60,0.178000,2.096000,4,0.092000,0.135000
61,0.000000,0.000000,0,0.000000,0.000000
62,0.156000,0.748000,2,0.058000,0.090000
63,1.200000,0.662000,2,0.110000,0.175000
64,0.230000,1.062000,3,0.078000,0.120000
65,0.172000,0.450000,2,0.082000,0.140000
66,0.262000,0.646000,2,0.080000,0.145000
67,0.574000,1.548000,4,0.170000,0.305000
68,0.192000,1.586000,4,0.096000,0.140000
69,0.020000,0.110000,1,0.016000,0.020000
70,0.206000,0.318000,1,0.072000,0.140000
71,0.232000,0.712000,3,0.068000,0.125000
72,0.006000,0.000000,1,0.004000,0.010000
73,0.458000,0.800000,4,0.130000,0.230000
74,0.132000,0.632000,2,0.046000,0.090000
75,1.178000,0.480000,3,0.162000,0.345000
76,0.200000,0.848000,3,0.084000,0.150000
77,0.122000,0.684000,3,0.058000,0.110000
78,0.158000,0.686000,3,0.054000,0.085000
79,0.382000,0.672000,1,0.062000,0.130000
80,0.160000,1.676000,3,0.074000,0.110000
81,0.062000,0.612000,1,0.030000,0.050000
82,0.040000,0.346000,1,0.028000,0.040000
83,1.256000,1.126000,2,0.138000,0.290000
84,0.214000,1.316000,4,0.102000,0.205000
85,0.038000,0.634000,1,0.028000,0.040000
86,0.036000,0.916000,2,0.034000,0.050000
87,0.482000,1.698000,5,0.152000,0.280000
88,0.132000,0.098000,2,0.058000,0.105000
89,0.436000,0.616000,3,0.094000,0.215000
90,0.102000,1.206000,2,0.054000,0.080000
91,0.442000,0.560000,4,0.118000,0.230000
92,0.922000,0.574000,3,0.102000,0.205000
93,0.866000,1.184000,5,0.184000,0.350000
94,0.450000,0.636000,3,0.106000,0.200000
95,0.768000,1.266000,6,0.178000,0.350000
96,0.264000,0.704000,2,0.068000,0.120000
97,0.282000,1.398000,4,0.132000,0.210000
98,0.166000,0.354000,2,0.056000,0.090000
99,0.326000,1.098000,3,0.100000,0.170000
100,0.020000,0.940000,1,0.016000,0.020000
101,0.246000,1.402000,2,0.060000,0.105000
102,0.090000,0.800000,1,0.026000,0.045000
103,0.234000,1.486000,3,0.086000,0.185000
104,0.158000,0.952000,3,0.064000,0.115000
105,0.478000,0.526000,3,0.102000,0.185000
106,0.120000,1.320000,2,0.044000,0.070000
107,0.512000,1.412000,3,0.132000,0.240000
108,0.072000,0.736000,2,0.042000,0.070000
109,0.190000,1.014000,3,0.066000,0.145000
110,0.586000,0.832000,3,0.132000,0.260000
111,0.106000,1.774000,2,0.056000,0.080000
112,0.132000,0.870000,1,0.030000,0.055000
113,0.182000,0.756000,3,0.070000,0.120000
114,0.096000,0.730000,2,0.038000,0.055000
115,0.308000,1.456000,4,0.100000,0.170000
116,0.030000,0.180000,1,0.018000,0.025000
117,0.332000,1.498000,2,0.084000,0.155000
118,0.228000,1.558000,2,0.074000,0.130000
119,0.098000,0.734000,2,0.042000,0.075000
120,0.414000,1.050000,3,0.110000,0.195000
121,1.120000,1.410000,6,0.230000,0.395000
122,0.068000,0.792000,1,0.030000,0.095000
123,0.214000,1.442000,5,0.114000,0.180000
124,0.056000,0.910000,1,0.022000,0.035000
125,0.188000,1.890000,3,0.090000,0.140000
126,0.114000,0.920000,3,0.064000,0.100000
127,0.172000,0.970000,3,0.098000,0.245000
128,0.530000,0.446000,4,0.158000,0.300000
129,0.000000,0.000000,0,0.000000,0.000000
130,0.278000,0.716000,3,0.074000,0.135000
131,0.454000,0.422000,3,0.086000,0.175000
132,0.576000,2.642000,4,0.148000,0.260000
133,0.272000,2.134000,3,0.076000,0.120000
134,0.096000,0.912000,2,0.046000,0.070000
135,0.104000,1.246000,3,0.072000,0.105000
136,0.282000,0.982000,3,0.086000,0.150000
137,0.694000,2.182000,4,0.140000,0.230000
138,0.204000,1.610000,2,0.054000,0.095000
139,0.206000,1.466000,2,0.074000,0.130000
140,0.094000,1.272000,3,0.072000,0.110000
141,0.788000,1.968000,5,0.200000,0.380000
142,0.254000,2.088000,3,0.092000,0.150000
143,0.216000,0.800000,2,0.048000,0.080000
144,0.168000,1.114000,2,0.066000,0.115000
145,0.210000,0.006000,1,0.032000,0.070000
146,1.100000,0.648000,4,0.164000,0.320000
147,0.074000,0.788000,3,0.052000,0.105000
148,0.036000,1.610000,2,0.030000,0.035000
