episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio,avg_r_info,avg_r_uncertainty,avg_r_track,avg_r_action,avg_r_collision,avg_r_out,avg_total_raw
1,0.174000,1.090000,3,0.062000,0.095000,-0.044256,0.001920,-0.033900,-0.003062,0.000000,-1.704313,-1.783612
2,0.242000,2.160000,4,0.086000,0.105000,-0.013943,0.001463,-0.016463,-0.003044,-0.015999,-1.460008,-1.507995
3,0.238000,1.940000,3,0.074000,0.125000,-0.051703,0.001465,-0.074052,-0.003426,0.000000,-1.300563,-1.428279
4,0.114000,1.560000,2,0.044000,0.070000,-0.031262,0.002350,-0.037716,-0.002812,0.000000,-1.909383,-1.978823
5,0.096000,2.070000,3,0.054000,0.075000,0.000000,0.000911,-0.045800,-0.002703,0.000000,-2.371531,-2.419122
6,0.162000,2.870000,4,0.078000,0.115000,-0.043422,0.002174,-0.020042,-0.003092,0.000000,-1.935131,-1.999513
7,0.106000,1.830000,3,0.056000,0.080000,-0.106335,0.002450,-0.078912,-0.011722,0.000000,-0.504753,-0.699272
8,0.172000,2.080000,6,0.098000,0.155000,-0.138155,0.003346,0.104257,-0.024809,0.000000,-0.429760,-0.485122
9,0.080000,0.830000,3,0.052000,0.075000,-0.000000,0.004175,-0.031141,-0.026858,0.000000,-0.430352,-0.484176
10,0.448000,3.690000,8,0.146000,0.225000,-0.042728,0.001603,-0.033070,-0.027026,0.000000,-0.432923,-0.534145
11,0.092000,2.520000,5,0.076000,0.090000,-0.001455,0.001611,-0.053917,-0.026682,0.000000,-0.491969,-0.572411
12,0.242000,0.760000,2,0.040000,0.080000,-0.211911,0.004725,-0.008847,-0.021019,0.000000,-0.567304,-0.804355
13,0.338000,2.460000,6,0.110000,0.175000,-0.290298,0.002940,-0.082501,-0.022594,0.000000,-0.775105,-1.167558
14,0.150000,2.630000,4,0.088000,0.120000,-0.093988,0.002729,-0.039465,-0.020790,0.000000,-0.840444,-0.991957
15,0.230000,1.610000,2,0.052000,0.090000,-0.041426,0.001996,-0.046881,-0.017777,0.000000,-1.082599,-1.186687
16,0.126000,2.520000,3,0.056000,0.080000,-0.098658,0.002386,-0.017366,-0.024565,0.000000,-0.524974,-0.663178
17,0.540000,2.120000,3,0.092000,0.170000,-0.068246,0.002754,-0.064367,-0.021223,0.000000,-0.474819,-0.625902
18,0.576000,2.490000,5,0.134000,0.235000,-0.116084,0.002432,-0.138942,-0.021194,0.000000,-0.540206,-0.813995
19,0.000000,0.000000,0,0.000000,0.000000,-0.101533,0.006566,0.000000,-0.026674,0.000000,-0.318616,-0.440256
20,0.144000,1.482000,5,0.076000,0.170000,-0.138155,0.003182,-0.049430,-0.028223,0.000000,-0.323259,-0.535886
21,0.102000,1.110000,2,0.042000,0.065000,-0.059597,0.003664,-0.058287,-0.026952,0.000000,-0.435456,-0.576627
22,0.320000,0.920000,2,0.070000,0.135000,-0.079071,0.004077,-0.077666,-0.029145,0.000000,-0.210317,-0.392121
23,0.036000,0.722000,2,0.024000,0.035000,-0.066786,0.005994,-0.020422,-0.027708,0.000000,-0.213015,-0.321937
24,0.128000,0.876000,2,0.042000,0.075000,-0.022251,0.003848,0.087205,-0.027049,0.000000,-0.253579,-0.211826
25,0.416000,1.930000,4,0.094000,0.175000,-0.182233,0.004379,-0.055617,-0.026456,0.000000,-0.308446,-0.568373
26,0.312000,0.860000,3,0.078000,0.135000,-0.109459,0.005256,-0.004256,-0.027360,0.000000,-0.314226,-0.450044
27,0.424000,0.950000,4,0.092000,0.170000,-0.138155,0.003522,-0.082456,-0.024535,0.000000,-0.305954,-0.547578
28,0.236000,0.820000,3,0.060000,0.110000,-0.054688,0.003492,-0.027493,-0.024847,0.000000,-0.293802,-0.397339
29,0.230000,1.686000,4,0.082000,0.135000,-0.046095,0.005070,-0.012567,-0.026090,0.000000,-0.348220,-0.427903
30,0.532000,1.830000,6,0.142000,0.280000,0.000000,0.001173,-0.030700,-0.028244,0.000000,-0.278819,-0.336590
31,0.256000,1.360000,5,0.094000,0.185000,-0.148451,0.002514,0.198623,-0.025323,0.000000,-0.529862,-0.502499
32,0.406000,2.310000,8,0.148000,0.240000,-0.036924,0.002328,-0.038446,-0.028390,0.000000,-0.336015,-0.437449
33,0.234000,2.380000,4,0.088000,0.140000,-0.186812,0.003324,-0.075074,-0.030339,0.000000,-0.223114,-0.512015
34,0.144000,1.080000,3,0.062000,0.095000,-0.057699,0.005740,-0.003202,-0.026763,0.000000,-0.337220,-0.419144
35,0.300000,1.570000,3,0.080000,0.140000,-0.148731,0.002556,-0.007323,-0.028305,0.000000,-0.327678,-0.509481
36,0.152000,0.400000,2,0.048000,0.080000,-0.000000,0.005977,-0.034969,-0.029042,0.000000,-0.214890,-0.272924
37,0.248000,0.676000,4,0.086000,0.145000,-0.109021,0.007009,0.134051,-0.025360,0.000000,-0.271105,-0.264425
38,0.368000,2.446000,6,0.134000,0.225000,-0.100112,0.002526,-0.014686,-0.024727,0.000000,-0.518428,-0.655428
39,0.554000,2.360000,5,0.124000,0.210000,-0.084087,0.004576,0.192603,-0.021592,0.000000,-0.572114,-0.480614
40,0.348000,1.504000,3,0.086000,0.155000,-0.045731,0.002849,0.029652,-0.023678,0.000000,-0.593779,-0.630687
41,0.442000,1.650000,3,0.082000,0.145000,-0.081061,0.003659,-0.071308,-0.026753,0.000000,-0.486488,-0.661950
42,0.286000,0.818000,4,0.092000,0.165000,-0.187759,0.004911,-0.056487,-0.025905,0.000000,-0.474122,-0.739362
43,0.370000,1.930000,4,0.096000,0.180000,-0.019956,0.001448,-0.051834,-0.025011,0.000000,-0.606569,-0.701921
44,0.228000,0.630000,3,0.070000,0.115000,-0.000000,0.005800,-0.115516,-0.027842,0.000000,-0.388265,-0.525823
45,0.238000,2.410000,4,0.084000,0.130000,-0.112854,0.002715,-0.071984,-0.028725,0.000000,-0.314477,-0.525326
46,1.584000,2.090000,5,0.188000,0.345000,-0.156556,0.002637,0.008148,-0.026307,0.000000,-0.509021,-0.681099
47,0.480000,1.710000,6,0.146000,0.280000,-0.016395,0.003624,0.240856,-0.030258,0.000000,-0.294555,-0.096728
48,0.148000,1.900000,5,0.084000,0.110000,-0.083091,0.003608,0.028262,-0.032162,0.000000,-0.245177,-0.328559
49,0.150000,1.650000,3,0.054000,0.095000,-0.138298,0.001755,-0.007836,-0.028898,0.000000,-0.396464,-0.569741
50,0.158000,2.290000,4,0.078000,0.115000,-0.028826,0.004228,-0.065964,-0.032240,0.000000,-0.279446,-0.402248
51,0.300000,1.470000,2,0.062000,0.115000,-0.147168,0.003744,-0.140849,-0.025658,0.000000,-0.523158,-0.833089
52,0.144000,1.010000,2,0.048000,0.080000,-0.012311,0.003292,-0.035121,-0.022815,0.000000,-0.662479,-0.729433
53,0.002000,0.380000,1,0.010000,0.005000,-0.095542,0.006129,-0.011705,-0.027592,0.000000,-0.503151,-0.631861
54,0.268000,0.380000,3,0.068000,0.155000,0.000000,0.004694,-0.031885,-0.027961,0.000000,-0.576573,-0.631724
55,0.042000,0.820000,1,0.020000,0.030000,-0.091234,0.006205,0.004529,-0.026697,0.000000,-0.446617,-0.553814
56,0.276000,2.830000,5,0.096000,0.140000,-0.001412,0.001716,-0.045827,-0.027757,0.000000,-0.631527,-0.704806
57,0.286000,2.030000,5,0.110000,0.175000,-0.033563,0.003271,-0.099432,-0.022502,0.000000,-0.562338,-0.714565
58,0.120000,2.290000,4,0.068000,0.090000,-0.012971,0.002236,-0.091336,-0.021170,0.000000,-0.693156,-0.816397
59,0.228000,1.520000,3,0.068000,0.110000,-0.028130,0.002529,-0.043406,-0.026437,0.000000,-0.542609,-0.638053
60,0.284000,0.656000,2,0.066000,0.135000,-0.065037,0.005046,-0.055996,-0.024966,0.000000,-0.640843,-0.781796
61,0.302000,0.300000,3,0.060000,0.130000,-0.248739,0.005052,0.048242,-0.024822,0.000000,-0.463138,-0.683405
62,0.114000,1.750000,2,0.044000,0.070000,-0.078448,0.001789,-0.047183,-0.022952,0.000000,-0.580086,-0.726881
63,1.070000,1.620000,4,0.130000,0.245000,-0.142868,0.004147,0.018525,-0.026115,0.000000,-0.445861,-0.592173
64,0.134000,1.020000,3,0.058000,0.085000,-0.059949,0.004451,0.174878,-0.024679,0.000000,-0.440424,-0.345723
65,0.146000,0.880000,2,0.040000,0.080000,-0.029369,0.003289,-0.038704,-0.020489,0.000000,-0.762470,-0.847744
66,0.266000,0.920000,3,0.064000,0.120000,-0.152110,0.003740,-0.009340,-0.023452,0.000000,-0.549531,-0.730692
67,0.024000,1.300000,2,0.028000,0.030000,-0.036784,0.004939,-0.026068,-0.028037,0.000000,-0.343055,-0.429005
68,0.044000,1.670000,2,0.030000,0.035000,-0.085439,0.003672,0.002210,-0.020049,0.000000,-0.756714,-0.856320
69,0.120000,1.630000,2,0.044000,0.070000,-0.141571,0.003261,-0.024102,-0.026559,0.000000,-0.515348,-0.704319
70,0.182000,2.780000,6,0.106000,0.145000,-0.094996,0.002459,-0.031226,-0.023058,0.000000,-0.504501,-0.651321
71,0.682000,1.310000,5,0.134000,0.255000,-0.125555,0.002326,-0.168131,-0.021764,0.000000,-0.596333,-0.909457
72,0.282000,1.800000,4,0.086000,0.155000,-0.114129,0.002849,-0.041062,-0.020031,0.000000,-0.559398,-0.731772
73,0.242000,1.160000,3,0.074000,0.125000,-0.054330,0.005675,0.029917,-0.027055,0.000000,-0.358173,-0.403964
74,0.006000,0.012000,1,0.010000,0.010000,-0.032116,0.006982,-0.000716,-0.024652,0.000000,-0.437812,-0.488315
75,0.332000,0.770000,3,0.066000,0.125000,-0.058420,0.004467,-0.018555,-0.024192,0.000000,-0.481799,-0.578499
76,0.192000,1.480000,4,0.072000,0.120000,-0.081706,0.003795,-0.048190,-0.026237,0.000000,-0.309768,-0.462107
77,0.208000,1.340000,3,0.070000,0.115000,-0.053851,0.002795,-0.100143,-0.024533,0.000000,-0.555886,-0.731618
78,0.314000,2.180000,5,0.104000,0.160000,-0.038375,0.002079,0.026200,-0.024166,0.000000,-0.643193,-0.677456
79,0.092000,0.830000,3,0.046000,0.075000,-0.128348,0.004537,-0.039488,-0.029208,0.000000,-0.285668,-0.478176
80,0.646000,2.180000,4,0.118000,0.215000,-0.014994,0.002585,-0.066093,-0.027034,0.000000,-0.404577,-0.510113
81,0.298000,1.346000,4,0.092000,0.160000,-0.125627,0.002994,-0.081948,-0.028811,0.000000,-0.361387,-0.594779
82,0.050000,1.020000,2,0.034000,0.045000,-0.039893,0.003986,-0.012943,-0.021369,0.000000,-0.499391,-0.569610
83,0.266000,1.590000,4,0.090000,0.145000,-0.155865,0.003336,-0.015206,-0.027287,0.000000,-0.276465,-0.471487
84,0.298000,2.020000,4,0.088000,0.140000,-0.177366,0.001414,-0.039635,-0.026433,0.000000,-0.276607,-0.518627
85,0.132000,1.140000,2,0.046000,0.075000,-0.065993,0.002783,0.103178,-0.020950,0.000000,-0.780650,-0.761631
86,0.386000,2.610000,5,0.104000,0.180000,-0.000000,0.005263,0.012334,-0.029515,0.000000,-0.176405,-0.188322
87,0.200000,2.180000,3,0.070000,0.115000,-0.099575,0.004036,-0.053246,-0.027991,0.000000,-0.325443,-0.502219
88,0.166000,2.260000,4,0.078000,0.115000,-0.030440,0.001530,0.063535,-0.019962,0.000000,-0.658294,-0.643629
89,0.098000,0.790000,2,0.042000,0.065000,-0.172840,0.005613,0.010429,-0.020056,0.000000,-0.607248,-0.784102
90,0.278000,1.830000,3,0.072000,0.120000,-0.177410,0.003304,0.039493,-0.018338,0.000000,-0.461646,-0.614597
91,0.162000,0.360000,2,0.040000,0.095000,-0.276310,0.005194,0.105585,-0.024427,0.000000,-0.372695,-0.562654
92,0.182000,2.180000,4,0.080000,0.120000,-0.067508,0.004195,0.020477,-0.025582,0.000000,-0.399306,-0.467724
93,0.144000,1.580000,3,0.062000,0.095000,-0.081612,0.003254,-0.043928,-0.027854,0.000000,-0.239054,-0.389195
94,0.280000,1.720000,4,0.094000,0.155000,-0.115194,0.002583,-0.043270,-0.017348,0.000000,-0.849191,-1.022419
