episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
94,1.1556,0.9333,0.40,0.0480,0.0550
95,2.8892,1.8400,1.20,0.1860,0.3050
96,0.8500,0.9333,0.40,0.0360,0.0400
97,1.6333,1.4667,1.20,0.0940,0.1200
98,2.1754,1.4667,1.00,0.0880,0.1300
99,0.5000,0.8933,0.60,0.0480,0.0400
100,3.7100,2.1000,1.00,0.1120,0.1850
101,1.5750,1.8267,1.20,0.1040,0.1150
102,5.0446,1.8800,0.80,0.1460,0.2550
103,2.6952,1.8667,1.00,0.1260,0.1750
104,1.2114,0.9714,1.20,0.1100,0.1350
105,1.8050,1.9067,1.40,0.1180,0.1450
106,1.4088,0.9000,0.80,0.0940,0.1600
107,1.5889,1.3000,0.80,0.0600,0.0800
108,2.1270,1.9000,1.00,0.0980,0.1300
109,2.1400,1.8800,0.80,0.0860,0.1250
110,1.1400,1.0000,0.60,0.0380,0.0550
111,2.5482,1.8714,1.60,0.1600,0.2350
112,1.4000,1.5000,0.60,0.0460,0.0500
113,1.9192,1.5000,1.20,0.1060,0.1450
114,2.0867,1.9400,1.00,0.0880,0.1150
115,2.5286,1.4400,0.60,0.0740,0.1100
116,2.0000,1.0000,0.40,0.0520,0.0900
117,1.3600,1.3714,1.00,0.0780,0.1000
118,2.2667,1.4400,0.60,0.0680,0.1050
119,1.3000,1.5000,0.60,0.0440,0.0500
120,0.5000,0.5000,0.20,0.0160,0.0200
121,0.2500,0.4000,0.20,0.0200,0.0200
122,0.4571,0.4400,0.20,0.0240,0.0350
123,0.8500,0.9400,0.40,0.0340,0.0400
124,2.2333,1.4000,0.80,0.0980,0.1500
125,1.7000,1.0000,0.40,0.0460,0.0750
126,2.4667,1.9400,1.00,0.0980,0.1400
127,1.3400,0.9400,0.40,0.0440,0.0650
128,1.4250,1.4400,0.80,0.0560,0.0750
129,1.5200,1.8800,0.80,0.0680,0.0800
130,2.5056,1.6000,0.80,0.0860,0.1400
131,1.7667,1.3800,0.60,0.0640,0.0900
132,2.2286,1.5000,0.80,0.0660,0.1050
133,1.9810,1.4238,1.20,0.1300,0.1900
134,1.3000,1.0000,0.40,0.0380,0.0550
135,1.9667,1.4000,0.60,0.0720,0.1100
136,1.8133,1.0000,0.60,0.0680,0.1100
137,2.0317,1.8305,1.60,0.1660,0.2450
138,0.5750,0.4364,0.60,0.0540,0.0800
139,2.2667,1.5000,0.80,0.0660,0.1050
140,1.2000,1.5000,0.60,0.0420,0.0450
141,1.0286,0.8800,0.40,0.0480,0.0700
142,1.3000,1.0000,0.40,0.0380,0.0550
143,2.2818,1.4667,0.80,0.0860,0.1300
144,2.9158,1.4000,1.00,0.1340,0.2250
145,2.0486,1.3333,1.00,0.0920,0.1600
146,3.6624,1.7514,0.80,0.1460,0.2600
147,1.3094,0.9600,0.80,0.0800,0.1100
148,1.5619,1.3400,0.60,0.0760,0.1150
149,0.8000,1.0000,0.40,0.0280,0.0300
150,0.8286,0.9182,0.60,0.0640,0.0850
151,1.2503,1.2781,1.00,0.1100,0.2000
152,2.3593,1.4400,1.00,0.1300,0.1900
153,1.6426,0.9000,0.60,0.0780,0.1250
154,1.8000,1.5000,0.60,0.0540,0.0750
155,1.8000,1.5000,0.60,0.0540,0.0750
156,1.5933,1.4067,0.80,0.0860,0.1250
157,2.5525,1.5000,1.00,0.1000,0.1650
158,2.7182,1.8733,0.80,0.0960,0.1450
159,1.8400,1.4400,0.80,0.0620,0.0900
160,2.2857,1.5000,1.00,0.0860,0.1200
161,2.0238,1.8103,1.20,0.1240,0.2100
162,1.7000,0.7000,0.40,0.0400,0.0750
163,1.7400,1.4000,0.60,0.0700,0.1000
164,0.7333,0.9400,0.60,0.0480,0.0500
165,1.7143,0.8714,0.60,0.0720,0.1250
166,2.2371,1.8400,1.00,0.1100,0.1800
167,2.6714,2.3667,1.20,0.1140,0.1500
168,3.8000,1.0000,1.00,0.0820,0.1550
169,1.5462,1.3067,0.80,0.0960,0.1400
170,0.9800,0.9400,0.40,0.0420,0.0600
171,1.7696,1.3667,1.20,0.1100,0.1700
172,1.7233,1.4067,1.00,0.0820,0.1150
173,0.5000,0.5000,0.20,0.0160,0.0200
174,3.4550,2.3800,1.40,0.1500,0.2200
175,1.1564,0.8667,0.60,0.0720,0.1050
176,1.4167,0.9667,0.60,0.0620,0.0900
177,1.7143,0.8714,0.40,0.0740,0.1300
178,3.2000,1.0000,0.40,0.0760,0.1500
179,2.1000,1.5000,0.60,0.0600,0.0900
180,1.9125,1.3800,0.60,0.0660,0.0950
181,1.7909,1.4400,0.80,0.0700,0.1250
182,2.2400,1.7133,1.20,0.1400,0.2150
183,1.7000,0.9400,0.40,0.0660,0.1200
184,2.8000,1.5000,0.60,0.0740,0.1250
185,5.5889,1.9400,0.80,0.1440,0.2250
186,1.2250,1.4667,0.80,0.0620,0.0550
187,3.8333,2.0000,1.00,0.1220,0.1950
188,0.5250,0.5000,0.40,0.0320,0.0400
189,1.5800,1.3333,1.00,0.0940,0.1350
190,2.4889,0.9000,0.60,0.0800,0.1500
191,1.5026,1.4067,0.80,0.0800,0.1100
192,0.8286,0.4400,0.40,0.0260,0.0400
193,1.4000,0.8733,0.60,0.0700,0.1200
194,0.9474,0.3200,0.20,0.0480,0.0950
195,1.7667,1.4400,0.80,0.0740,0.0950
196,1.0000,1.4400,0.80,0.0560,0.0700
197,2.0500,1.4400,0.60,0.0640,0.0950
198,2.2667,1.3000,0.80,0.0780,0.1350
199,2.5264,1.1000,0.80,0.0920,0.1550
200,1.5067,1.3467,1.60,0.1260,0.1600
201,0.7923,0.7682,0.80,0.0800,0.1050
202,0.3200,0.4000,0.20,0.0220,0.0250
203,2.5909,1.4667,1.00,0.0920,0.1450
204,0.9000,0.9400,0.40,0.0560,0.0700
205,0.8571,0.6400,0.40,0.0320,0.0750
206,1.2833,1.4400,0.80,0.0620,0.0700
207,0.3000,0.5000,0.20,0.0120,0.0100
208,1.6821,1.1400,1.20,0.1100,0.1750
209,1.7200,1.4000,0.60,0.0620,0.0850
210,1.5167,1.4224,1.40,0.1240,0.1800
211,2.4200,1.7000,1.00,0.0840,0.1250
212,2.2724,1.9436,1.40,0.1380,0.1700
213,1.2000,0.9400,0.40,0.0440,0.0650
214,2.9000,1.8000,0.80,0.0780,0.1250
215,2.0182,1.4333,0.60,0.0660,0.1000
216,2.0167,1.4067,0.80,0.0900,0.1350
217,1.4682,1.3582,0.80,0.0820,0.1050
218,2.0543,1.3800,0.80,0.0900,0.1350
219,2.1476,1.9169,1.20,0.1140,0.1600
220,1.6470,0.9400,1.00,0.1120,0.1550
221,1.9250,1.4769,1.00,0.0960,0.1350
222,1.5400,0.9400,0.40,0.0480,0.0750
223,2.2643,1.8038,1.40,0.1240,0.1800
224,1.3714,1.4667,1.00,0.0840,0.1050
225,1.5167,1.0000,0.60,0.0620,0.0950
226,2.3167,1.8800,1.00,0.0960,0.1250
227,1.5000,1.0000,0.40,0.0420,0.0650
228,1.6000,1.0000,0.40,0.0440,0.0700
229,0.2000,0.5000,0.20,0.0100,0.0050
230,0.7000,0.5000,0.20,0.0200,0.0300
231,1.4000,1.0000,0.40,0.0400,0.0600
232,0.5000,0.5000,0.20,0.0160,0.0200
233,1.3000,1.0000,0.40,0.0380,0.0550
234,0.9500,0.9333,0.40,0.0380,0.0450
235,1.8486,0.9000,0.60,0.0940,0.1650
236,0.5556,0.9400,0.60,0.0480,0.0500
237,1.9065,1.3114,1.00,0.1200,0.1600
238,2.6933,1.3800,0.60,0.0840,0.1400
239,1.6250,1.4000,1.00,0.0820,0.1150
240,0.9867,0.9400,0.80,0.0620,0.0900
241,1.5556,1.0000,0.60,0.0600,0.0900
242,0.8733,0.9400,0.60,0.0480,0.0550
243,1.9136,1.1400,0.80,0.0720,0.1150
244,1.5443,1.3800,0.80,0.0780,0.1050
245,2.5254,1.4667,1.00,0.1120,0.1750
246,1.0429,0.8714,0.40,0.0580,0.0900
247,0.2800,0.4000,0.20,0.0220,0.0250
248,3.1468,1.7478,1.20,0.2040,0.3150
249,0.7050,0.8800,0.80,0.0760,0.0900
250,1.4267,1.3800,0.60,0.0580,0.0750
251,3.0765,2.3733,1.60,0.1660,0.2250
252,0.5600,0.8800,0.40,0.0340,0.0350
253,1.7600,1.4182,0.80,0.0820,0.1050
254,1.8724,1.4571,1.00,0.1200,0.1900
255,2.2232,1.4067,1.00,0.1200,0.1450
256,1.7164,1.8200,1.20,0.1160,0.1400
257,1.1576,1.3800,0.80,0.0620,0.0950
258,1.3200,1.0000,0.60,0.0560,0.0800
259,2.5000,1.5000,0.60,0.0680,0.0950
260,2.9000,1.4667,1.00,0.1020,0.1700
261,1.0571,1.3800,0.60,0.0560,0.0550
262,2.8795,1.7000,0.80,0.1500,0.2850
263,1.9500,1.8400,0.80,0.0800,0.1050
264,2.2143,1.5000,0.80,0.0760,0.1100
265,1.3545,1.4400,0.80,0.0720,0.0950
266,1.1833,1.4067,0.80,0.0640,0.0750
267,1.5615,1.4667,0.80,0.0740,0.1000
268,3.0900,1.8971,1.00,0.1220,0.1850
269,2.5000,1.4400,0.60,0.0720,0.1100
270,0.9467,0.9400,0.60,0.0520,0.0750
271,3.9833,2.4400,1.40,0.1280,0.1950
272,1.5952,1.3800,1.00,0.0880,0.1300
273,1.7571,2.0000,1.00,0.0740,0.0850
274,1.2600,0.5000,0.60,0.0420,0.0650
275,2.8878,1.8200,1.00,0.1240,0.1750
276,1.7048,1.4400,1.20,0.0980,0.1400
277,1.1222,1.0000,0.60,0.0460,0.0550
278,1.9208,1.3800,1.00,0.1180,0.1700
279,3.2727,1.9400,0.80,0.0980,0.1600
280,1.4190,1.3200,0.80,0.0680,0.0850
281,1.7000,1.4254,1.40,0.1440,0.1950
282,1.2000,1.0000,0.60,0.0520,0.0700
283,1.8350,1.4333,1.00,0.1000,0.1400
284,3.1698,1.8400,1.40,0.1520,0.1950
285,5.0492,2.3733,1.80,0.2220,0.3300
286,3.1000,2.4667,1.20,0.1120,0.1550
287,2.3267,1.7167,1.40,0.1640,0.2650
288,1.8074,1.3400,0.60,0.0960,0.1650
289,0.6700,0.4400,0.60,0.0600,0.1000
290,1.3667,1.0000,0.80,0.0740,0.1050
291,1.6333,1.4400,0.80,0.0740,0.1550
292,2.4572,1.8400,1.40,0.1520,0.2200
293,2.4600,1.9333,0.80,0.0820,0.1150
294,2.3955,1.6400,1.00,0.1180,0.2000
295,1.6333,1.4333,0.60,0.0680,0.1000
296,1.4630,1.4238,1.20,0.1260,0.1800
297,1.9200,1.4400,0.80,0.0860,0.1300
298,1.3096,1.4133,1.20,0.1040,0.1200
299,1.5000,1.4400,0.60,0.0520,0.0650
300,2.3205,2.1733,1.00,0.1400,0.2050
301,2.1308,1.4182,0.80,0.0940,0.1500
302,0.6500,0.4400,0.40,0.0220,0.0300
303,1.1267,1.3800,0.60,0.0520,0.0600
304,1.1368,0.9000,0.80,0.1100,0.1750
305,1.7286,1.4400,0.60,0.0580,0.0800
306,2.0000,0.5000,0.20,0.0460,0.0950
307,1.3833,1.3467,0.80,0.0800,0.1050
308,1.1158,0.5000,0.40,0.0540,0.0950
309,1.6400,1.4400,0.80,0.0720,0.0950
310,1.9136,1.5000,1.00,0.0760,0.1050
311,1.0917,0.9308,0.60,0.0880,0.1350
312,1.0164,0.8513,0.80,0.1080,0.1450
313,1.7625,1.4400,1.00,0.0900,0.1200
314,0.6200,0.5000,0.40,0.0360,0.0500
315,1.6000,1.5000,0.60,0.0500,0.0650
316,1.9465,1.3467,0.80,0.0900,0.1300
317,1.8143,1.4400,0.80,0.0620,0.0900
318,0.8691,0.9067,0.60,0.0600,0.0800
319,0.5000,0.5000,0.40,0.0320,0.0400
320,3.0191,1.5667,1.00,0.1280,0.2350
321,2.0831,1.4400,0.80,0.0840,0.1250
322,1.4333,1.4400,0.80,0.0520,0.0650
323,2.4684,1.4667,1.00,0.1160,0.1850
324,2.4250,2.0000,1.00,0.0840,0.1100
325,1.2000,1.0000,0.40,0.0360,0.0500
326,1.0000,0.9400,0.60,0.0380,0.0500
327,1.2000,1.0000,0.40,0.0360,0.0500
328,2.1000,0.5000,0.40,0.0460,0.0950
329,0.5667,0.9400,0.40,0.0280,0.0250
330,2.3250,0.9400,0.40,0.0680,0.1250
331,1.1000,1.0000,0.40,0.0340,0.0450
332,1.9000,0.5000,0.20,0.0440,0.0900
333,0.4250,0.4667,0.40,0.0340,0.0400
334,1.8486,1.1848,0.80,0.0920,0.1400
335,1.1143,0.9400,0.60,0.0600,0.1000
336,0.0000,0.0000,0.00,0.0000,0.0000
337,1.0000,0.9400,0.40,0.0400,0.0550
338,0.8303,0.9067,0.60,0.0560,0.0700
339,1.4000,1.0000,0.40,0.0400,0.0600
340,1.9091,1.3143,0.60,0.0760,0.1150
341,2.0500,1.0000,0.60,0.0760,0.1300
342,1.0000,1.0000,0.40,0.0320,0.0400
343,1.8000,1.5000,0.60,0.0540,0.0800
344,2.0682,1.4067,1.00,0.1140,0.1750
345,1.1000,0.5000,0.40,0.0260,0.0450
346,2.5000,2.0000,0.80,0.0740,0.1050
347,1.2656,1.3467,1.00,0.1000,0.1300
348,1.2822,1.2514,0.80,0.0920,0.1450
349,2.0333,1.9400,0.80,0.0700,0.1150
350,1.7333,1.8800,0.80,0.0700,0.0850
351,0.5750,0.9400,0.60,0.0460,0.0450
352,1.7400,1.4400,0.60,0.0580,0.0800
353,1.6250,1.4000,0.60,0.0640,0.0900
354,0.9250,1.0000,0.60,0.0460,0.0550
355,2.2000,1.9400,1.00,0.0980,0.1400
356,0.5000,0.5000,0.20,0.0160,0.0200
357,1.7072,0.9169,1.00,0.1160,0.1750
358,2.0730,1.8067,1.20,0.1180,0.1100
359,2.0571,1.3714,0.60,0.0820,0.1300
360,1.4000,1.5000,0.80,0.0600,0.0700
361,2.0101,1.8543,1.00,0.1020,0.1150
362,2.3100,1.7552,0.80,0.1300,0.1950
363,1.4000,0.4000,0.20,0.0320,0.0650
364,2.6909,1.4400,0.80,0.0960,0.1400
365,1.3000,1.0000,0.40,0.0380,0.0550
366,1.9515,1.3800,0.60,0.0700,0.1050
367,1.2000,1.0000,0.40,0.0360,0.0500
368,1.1286,0.8582,0.60,0.0740,0.1050
369,1.5000,1.0000,0.40,0.0420,0.0650
370,0.6000,0.5000,0.20,0.0180,0.0250
371,0.9714,0.9667,0.60,0.0500,0.0600
372,2.1784,1.3800,0.60,0.0720,0.1100
373,1.7000,1.0000,0.60,0.0440,0.0700
374,1.5850,1.3800,0.60,0.0620,0.0850
375,1.3000,1.0000,0.40,0.0380,0.0550
376,1.2250,0.9400,0.40,0.0420,0.0600
377,0.8750,0.9333,0.60,0.0440,0.0600
378,3.4132,1.8467,1.00,0.1260,0.2000
379,1.9214,1.2150,0.80,0.0980,0.1500
380,3.0391,0.8714,0.60,0.1360,0.2350
381,2.8641,2.3300,1.40,0.1820,0.1950
382,1.3000,1.0000,0.40,0.0380,0.0550
383,1.3917,1.3800,0.60,0.0600,0.1100
384,1.3000,1.2364,0.80,0.0600,0.0700
385,2.6881,1.4400,1.00,0.1400,0.2650
386,3.5619,2.3182,1.60,0.1980,0.3100
387,2.6294,1.8133,1.40,0.1660,0.2600
388,1.4919,1.1900,0.80,0.0700,0.0950
389,1.0889,0.9000,0.60,0.0620,0.0850
390,2.1771,1.9267,1.40,0.1200,0.1450
391,1.6897,0.8750,0.60,0.0920,0.1950
392,1.9000,1.0000,0.40,0.0500,0.0850
393,1.1200,0.9000,0.40,0.0520,0.0550
394,0.9700,0.9400,0.60,0.0540,0.0700
395,1.4000,0.0000,0.20,0.0260,0.0650
396,1.7732,1.2619,0.80,0.1180,0.1750
397,2.1000,1.5000,0.60,0.0600,0.0900
398,1.5000,1.0000,0.60,0.0560,0.0800
399,2.6500,1.8667,1.00,0.1220,0.1900
400,0.2667,0.4400,0.20,0.0160,0.0150
401,0.3600,0.4400,0.20,0.0200,0.0250
402,1.8400,1.4400,0.60,0.0600,0.0850
403,1.4000,1.0000,0.40,0.0400,0.0600
404,1.7778,1.3667,1.00,0.1220,0.1700
405,1.0000,1.0000,0.40,0.0320,0.0400
406,0.6000,0.9667,0.60,0.0440,0.0450
407,1.3000,1.0000,0.40,0.0380,0.0550
408,3.0267,2.4436,1.60,0.1460,0.1950
409,1.9000,2.0000,0.80,0.0620,0.0750
410,0.7000,0.5000,0.20,0.0200,0.0300
411,1.1833,0.9182,0.60,0.0680,0.0950
412,1.3286,1.3200,0.60,0.0620,0.0800
413,0.8000,1.0000,0.40,0.0280,0.0300
414,1.0800,0.9000,0.40,0.0440,0.0600
415,1.7167,0.9400,1.00,0.0760,0.1250
416,2.0967,1.8200,0.80,0.0900,0.1100
417,1.8787,1.3169,1.20,0.1220,0.2100
418,0.8171,0.8800,0.40,0.0440,0.0600
419,0.6909,0.5000,0.40,0.0380,0.0550
420,2.1833,1.4400,0.80,0.0780,0.0850
421,2.2405,1.7697,1.40,0.1660,0.2200
422,0.0000,0.0000,0.00,0.0000,0.0000
423,1.8960,1.3067,0.80,0.1100,0.1750
424,2.9143,1.8800,1.00,0.1140,0.1600
425,2.0685,1.3667,1.00,0.1140,0.1900
426,1.3944,0.9400,0.60,0.0700,0.1100
427,2.9723,1.8667,1.20,0.1400,0.2150
428,0.6000,0.5000,0.20,0.0180,0.0250
429,1.6000,0.8000,0.40,0.0400,0.0700
430,1.9750,1.7000,1.40,0.1020,0.1250
431,0.9000,0.5000,0.20,0.0240,0.0400
432,1.0500,1.4333,1.00,0.0780,0.0850
433,1.0047,0.8400,1.00,0.1240,0.1950
434,1.7889,1.3667,1.00,0.1040,0.1450
435,0.9000,1.0000,0.40,0.0300,0.0350
436,0.6000,0.5000,0.20,0.0180,0.0250
437,0.2000,0.5000,0.20,0.0100,0.0050
438,1.2286,0.9667,0.60,0.0640,0.0950
439,3.3000,1.9400,0.80,0.1040,0.1750
440,1.8000,0.5000,0.20,0.0420,0.1250
441,1.9000,0.8000,0.40,0.0460,0.1100
442,2.3000,1.0000,0.40,0.0580,0.1050
443,1.8364,0.9667,0.60,0.0840,0.1450
444,1.3174,0.9714,0.80,0.0900,0.1350
445,0.4333,0.5000,0.40,0.0200,0.0300
446,2.2733,1.6714,0.80,0.0920,0.1250
447,0.8520,0.8800,1.00,0.0980,0.1450
448,2.2400,1.8114,0.80,0.0960,0.1100
449,2.1583,1.8200,0.80,0.0860,0.0850
450,1.4297,0.9667,0.80,0.0880,0.1350
451,2.4471,1.9067,0.80,0.1180,0.1950
452,1.5067,0.8917,0.80,0.0940,0.1500
453,0.4545,0.4000,0.40,0.0340,0.0550
454,1.4458,0.8971,0.40,0.0680,0.0900
455,1.2683,1.2900,1.00,0.0800,0.1150
456,0.8750,0.9400,0.60,0.0420,0.0600
457,1.9617,1.4364,1.20,0.1220,0.2000
458,1.3444,1.4067,0.80,0.0800,0.1100
459,2.0600,1.2956,0.60,0.0900,0.1350
460,0.9875,0.8500,0.80,0.0720,0.1000
461,0.8455,0.6667,0.60,0.0500,0.0750
462,1.6000,1.5000,0.60,0.0500,0.0450
463,4.2200,1.1000,0.60,0.1200,0.2450
464,1.0256,0.8800,0.60,0.0680,0.0950
465,0.6000,0.5000,0.20,0.0180,0.0250
466,1.3250,1.4667,1.00,0.0880,0.1050
467,0.5000,0.5000,0.20,0.0160,0.0200
468,1.2600,0.8400,0.40,0.0820,0.1350
469,1.0167,1.2800,0.60,0.0620,0.0750
470,1.3000,1.0000,0.40,0.0380,0.0550
471,0.5333,0.4400,0.20,0.0220,0.0700
472,2.4538,1.4400,0.60,0.0820,0.1400
473,1.7250,1.5000,0.80,0.0680,0.0900
474,3.1533,2.0000,1.00,0.1100,0.1750
475,1.9667,1.9333,0.80,0.0700,0.0850
476,1.2889,0.9667,0.60,0.0580,0.0800
477,2.3571,1.9067,1.20,0.1060,0.1350
478,1.8500,0.9400,0.80,0.0780,0.1250
479,1.5000,1.0000,0.40,0.0420,0.0750
480,2.3722,1.8667,1.00,0.1120,0.1500
481,1.1750,1.4000,0.60,0.0540,0.0650
482,2.2694,1.7800,1.20,0.1340,0.2000
483,1.6000,1.5000,0.60,0.0500,0.0650
484,0.5600,0.4667,0.40,0.0380,0.0500
485,2.3000,1.5000,0.60,0.0640,0.0700
486,2.2821,1.4067,0.80,0.1360,0.2000
487,1.7000,1.4400,0.80,0.0560,0.0750
488,0.2000,0.5000,0.20,0.0100,0.0050
489,0.9000,0.5000,0.20,0.0240,0.0400
490,1.6857,1.4000,0.60,0.0620,0.0850
491,0.0000,0.0000,0.00,0.0000,0.0000
492,2.0133,0.7000,0.40,0.0500,0.1000
493,2.1916,1.3800,1.20,0.1240,0.1950
494,0.6200,0.5000,0.40,0.0280,0.0500
495,0.0000,0.0000,0.00,0.0000,0.0000
496,2.6170,1.3800,0.80,0.1000,0.1600
497,0.6000,0.5000,0.20,0.0180,0.0250
498,0.6000,0.5000,0.20,0.0180,0.0250
499,0.9333,0.8622,0.60,0.0560,0.0700
500,1.1500,0.9400,0.40,0.0400,0.0550
501,1.7609,1.3000,0.80,0.1020,0.1300
502,1.0000,0.5000,0.40,0.0240,0.0400
503,0.8000,1.0000,0.40,0.0280,0.0300
504,1.7798,0.9030,0.80,0.0980,0.1450
505,0.4400,0.4400,0.20,0.0200,0.0250
506,2.2620,1.4400,0.80,0.0980,0.1600
507,3.0200,1.4400,0.80,0.0860,0.1500
508,1.4492,1.4000,1.20,0.0960,0.1200
509,1.5233,0.9375,0.80,0.1300,0.2250
510,2.5083,1.2400,0.60,0.1100,0.1600
511,0.8000,1.0000,0.40,0.0280,0.0300
512,1.2400,1.0000,0.80,0.0720,0.1000
513,2.0040,1.3818,0.60,0.1100,0.2000
514,1.7785,1.3800,1.00,0.1120,0.1800
515,0.7500,0.9400,0.40,0.0320,0.0350
516,1.4200,0.9400,0.60,0.0640,0.0700
517,0.0000,0.0000,0.00,0.0000,0.0000
518,2.9500,1.8800,0.80,0.0960,0.1500
519,1.5900,1.9067,1.00,0.0840,0.1000
520,2.4889,2.0800,1.20,0.0920,0.1300
521,1.4810,0.9667,0.80,0.0860,0.1250
522,1.7000,2.0000,0.80,0.0580,0.0650
523,1.0333,1.4667,0.80,0.0560,0.0550
524,0.5286,0.4400,0.40,0.0480,0.0700
525,2.3667,1.4400,0.80,0.0680,0.0900
526,1.0000,1.0000,0.40,0.0320,0.0400
527,1.4208,0.9067,0.60,0.0720,0.1100
528,1.1067,1.3400,0.80,0.0580,0.0700
529,2.4727,1.9400,0.80,0.0820,0.1050
530,1.5600,1.3800,0.60,0.0660,0.0950
531,1.6000,1.4400,0.60,0.0580,0.0800
532,0.7000,0.5000,0.20,0.0200,0.0300
533,1.3183,1.3200,0.60,0.0680,0.1250
534,1.3000,0.9571,0.60,0.0500,0.0600
535,1.2400,1.3800,0.80,0.0740,0.0900
