episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
257,0.190000,2.884000,4,0.090000,0.115000
258,0.130000,1.482000,2,0.052000,0.085000
259,0.162000,0.700000,2,0.050000,0.085000
260,0.150000,1.552000,3,0.062000,0.090000
261,0.124000,1.462000,3,0.060000,0.085000
262,0.668000,2.330000,6,0.176000,0.255000
263,0.104000,1.492000,2,0.048000,0.075000
264,0.110000,1.474000,3,0.060000,0.085000
265,0.270000,1.964000,4,0.110000,0.150000
266,0.590000,1.112000,5,0.152000,0.290000
267,0.122000,1.502000,2,0.050000,0.080000
268,0.162000,2.058000,4,0.094000,0.135000
269,0.070000,1.764000,3,0.058000,0.075000
270,0.210000,1.554000,5,0.102000,0.145000
271,0.146000,1.742000,3,0.068000,0.105000
272,0.180000,2.828000,5,0.108000,0.150000
273,0.110000,1.444000,3,0.064000,0.095000
274,0.260000,2.016000,3,0.096000,0.165000
275,0.140000,1.320000,3,0.060000,0.090000
276,0.162000,1.490000,2,0.050000,0.085000
277,0.204000,2.164000,4,0.088000,0.150000
278,0.152000,1.668000,4,0.088000,0.135000
279,0.138000,0.692000,2,0.052000,0.085000
280,0.032000,0.632000,1,0.024000,0.035000
281,0.090000,0.620000,1,0.026000,0.045000
282,0.082000,2.176000,3,0.066000,0.090000
283,0.138000,2.182000,3,0.068000,0.090000
284,0.202000,0.944000,3,0.098000,0.155000
285,0.184000,2.466000,4,0.096000,0.145000
286,0.132000,1.510000,2,0.046000,0.075000
287,0.160000,1.432000,3,0.066000,0.100000
288,0.234000,1.380000,3,0.074000,0.125000
289,0.144000,1.450000,2,0.048000,0.080000
290,0.112000,1.452000,3,0.062000,0.090000
291,0.208000,2.082000,4,0.084000,0.125000
292,0.240000,1.434000,4,0.098000,0.155000
293,0.042000,1.090000,2,0.052000,0.065000
294,0.132000,1.372000,3,0.062000,0.125000
295,0.294000,0.760000,3,0.080000,0.140000
296,0.110000,0.790000,1,0.028000,0.050000
297,0.190000,2.142000,3,0.072000,0.115000
298,0.192000,1.722000,5,0.086000,0.130000
299,0.058000,1.428000,2,0.052000,0.070000
300,0.292000,1.974000,4,0.090000,0.155000
301,0.040000,0.614000,2,0.040000,0.060000
302,0.042000,0.810000,2,0.024000,0.040000
303,0.104000,1.046000,3,0.064000,0.090000
304,0.542000,1.746000,3,0.138000,0.250000
305,0.178000,1.364000,2,0.064000,0.110000
306,0.118000,2.016000,4,0.082000,0.110000
307,0.220000,2.266000,4,0.100000,0.155000
308,0.128000,0.640000,2,0.038000,0.075000
309,0.134000,2.212000,3,0.058000,0.080000
310,0.144000,1.542000,3,0.068000,0.105000
311,0.180000,1.594000,4,0.090000,0.135000
312,0.040000,0.614000,2,0.038000,0.060000
313,0.058000,1.428000,3,0.062000,0.075000
314,0.368000,1.096000,6,0.134000,0.190000
315,0.168000,0.850000,2,0.046000,0.075000
316,0.020000,0.840000,1,0.016000,0.020000
317,0.284000,1.798000,7,0.154000,0.225000
318,0.284000,1.640000,3,0.078000,0.135000
319,0.048000,0.764000,1,0.032000,0.050000
320,0.188000,1.686000,4,0.094000,0.140000
321,0.160000,1.702000,4,0.082000,0.120000
322,0.234000,1.144000,5,0.112000,0.135000
323,0.072000,0.660000,1,0.024000,0.040000
324,0.336000,2.162000,3,0.086000,0.080000
