episode,avg_reward,noise_std
1,-203.509612,0.298800
2,-181.262793,0.297605
3,-127.215596,0.296414
4,-206.726457,0.295229
5,-174.814146,0.294048
6,-81.393181,0.292872
7,-17.867380,0.291700
8,-29.692292,0.290533
9,-3.435936,0.289371
10,-19.403584,0.288214
11,-24.167844,0.287061
12,-25.847899,0.285913
13,-23.129405,0.284769
14,-20.187235,0.283630
15,-15.658738,0.282495
16,-19.857320,0.281365
17,-17.900903,0.280240
18,-23.059274,0.279119
19,-31.383753,0.278002
20,-49.811689,0.276890
21,-91.930042,0.275783
22,-101.822699,0.274680
23,-127.707252,0.273581
24,-27.533836,0.272487
25,-64.250439,0.271397
26,-70.336626,0.270311
27,-57.462184,0.269230
28,-23.569265,0.268153
29,-41.172538,0.267080
30,-79.044234,0.266012
31,-35.047028,0.264948
32,-15.192880,0.263888
33,20.873601,0.262833
34,16.096961,0.261781
35,22.841252,0.260734
36,16.792975,0.259691
37,14.195725,0.258653
38,13.451116,0.257618
39,2.466126,0.256587
40,-15.157622,0.255561
41,9.140416,0.254539
42,13.863599,0.253521
43,-4.689860,0.252507
44,18.692479,0.251497
45,11.110453,0.250491
46,1.242197,0.249489
47,-10.962405,0.248491
48,-14.055832,0.247497
49,-29.782841,0.246507
50,-56.738817,0.245521
51,-15.600358,0.244539
52,-2.616009,0.243560
53,-2.468330,0.242586
54,-3.860224,0.241616
55,17.692571,0.240649
56,-5.534615,0.239687
57,-6.515717,0.238728
58,10.678906,0.237773
59,-6.626835,0.236822
60,-0.748807,0.235875
61,16.930756,0.234931
62,13.865864,0.233992
63,9.220575,0.233056
64,-11.432746,0.232123
65,-9.239051,0.231195
66,5.674762,0.230270
67,-0.503018,0.229349
68,-3.305087,0.228432
69,-25.180332,0.227518
70,-3.232499,0.226608
71,-22.938229,0.225701
72,-23.413573,0.224799
73,-6.154259,0.223899
74,-12.850251,0.223004
75,-21.894978,0.222112
76,-15.711056,0.221223
77,-13.384120,0.220338
78,-14.050957,0.219457
79,-18.779020,0.218579
80,-20.226815,0.217705
81,-31.033540,0.216834
82,-25.936025,0.215967
83,-47.124908,0.215103
84,-38.154024,0.214243
85,-14.280328,0.213386
86,-16.777778,0.212532
87,-59.071324,0.211682
88,-29.426163,0.210835
89,-58.971808,0.209992
90,-42.444073,0.209152
91,-34.173188,0.208315
92,-23.485654,0.207482
93,-30.718862,0.206652
94,-20.017562,0.205825
95,-38.624681,0.205002
96,-3.794077,0.204182
97,-45.459415,0.203365
98,-13.153232,0.202552
99,-45.701497,0.201742
100,-28.191818,0.200935
101,-7.948214,0.200131
102,-22.795916,0.199331
103,-16.312669,0.198533
104,-6.802085,0.197739
105,-10.702942,0.196948
106,11.034290,0.196160
107,-8.414944,0.195376
108,-16.792389,0.194594
109,-55.317440,0.193816
110,-32.699925,0.193041
111,-25.655651,0.192268
112,-23.305972,0.191499
113,-39.705465,0.190733
114,-39.597478,0.189970
115,-22.731346,0.189210
116,-46.087098,0.188454
117,-18.024779,0.187700
118,-41.918963,0.186949
119,-7.302310,0.186201
120,-72.111118,0.185456
121,-42.638622,0.184715
122,-18.760514,0.183976
123,0.304905,0.183240
124,-15.889623,0.182507
125,-0.455712,0.181777
126,-48.804894,0.181050
127,-20.757291,0.180326
128,-32.562326,0.179604
129,-39.419969,0.178886
130,-38.109229,0.178170
131,-29.519000,0.177458
132,-30.891879,0.176748
133,-43.769075,0.176041
134,-54.725177,0.175337
135,-29.310375,0.174635
136,-24.565518,0.173937
137,-55.509636,0.173241
138,-37.490301,0.172548
139,-50.440417,0.171858
140,3.517303,0.171170
141,-35.408242,0.170486
142,-31.019854,0.169804
143,-40.285524,0.169125
144,-44.932775,0.168448
145,-40.396947,0.167774
146,16.807242,0.167103
147,-2.479056,0.166435
148,-37.632030,0.165769
149,-35.621571,0.165106
150,-10.400567,0.164446
151,-26.678424,0.163788
152,4.268810,0.163133
153,-23.401479,0.162480
154,-59.241477,0.161830
155,3.953784,0.161183
156,-44.229292,0.160538
157,-14.414983,0.159896
158,-36.700947,0.159256
159,3.132989,0.158619
160,-22.249046,0.157985
161,-17.932461,0.157353
162,-7.041014,0.156723
163,-34.340036,0.156097
164,-31.776768,0.155472
165,-32.762708,0.154850
166,-35.196218,0.154231
167,0.756043,0.153614
168,6.635478,0.153000
169,-4.705539,0.152388
170,-38.727252,0.151778
171,-17.153497,0.151171
172,15.536502,0.150566
173,-85.225132,0.149964
174,-3.567309,0.149364
175,-13.326494,0.148767
176,-41.882988,0.148172
177,-36.297289,0.147579
178,-6.725323,0.146989
179,-23.456209,0.146401
180,-32.510073,0.145815
181,-16.683250,0.145232
182,-75.801489,0.144651
183,-76.650709,0.144072
184,7.750549,0.143496
185,-24.837784,0.142922
186,-68.388263,0.142350
187,-128.599405,0.141781
188,-22.679471,0.141214
189,-39.732626,0.140649
190,-83.000286,0.140086
191,-45.422630,0.139526
192,-53.629884,0.138968
193,2.915276,0.138412
194,-53.399401,0.137858
195,-21.110585,0.137307
196,-50.386968,0.136758
197,-43.145644,0.136211
198,-59.328048,0.135666
199,1.654984,0.135123
200,-22.087706,0.134583
